,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,workclass_num,marital_num,race_num,sex_num,rel_num,over50K
26427,52,Private,135607,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,?,<=50K,0,0,1,0,0,0
26428,28,Private,168514,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,0,4,0,0,1,0
26429,18,Private,88642,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K,0,3,0,1,0,0
26430,28,Private,227104,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,1,0,1,0,0
26431,34,Private,157289,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26432,62,Private,213321,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
26433,46,Private,294907,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,0,1,1,0
26434,30,Private,251411,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26435,20,Private,183594,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
26436,55,Private,217802,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,25,United-States,<=50K,0,4,1,1,1,0
26437,20,Private,388156,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,24,United-States,<=50K,0,3,0,1,0,0
26438,54,Private,447555,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,4,1,1,1,0
26439,27,Private,204098,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,3,0,1,0,0
26440,43,Private,193882,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K,0,3,0,1,0,0
26442,48,State-gov,49595,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,72,United-States,<=50K,1,1,0,1,0,0
26443,34,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
26445,29,Private,176027,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26447,37,Private,39606,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26448,56,Private,178353,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
26449,58,Private,160662,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
26450,54,Self-emp-inc,196328,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,Jamaica,<=50K,4,4,1,1,1,0
26451,45,Private,20534,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K,0,2,0,1,0,0
26452,29,Self-emp-inc,156815,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,4,4,0,1,1,0
26453,26,Private,360252,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0,4,0,0,1,0
26454,43,Private,245056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,0,4,1,1,1,1
26455,33,Local-gov,422718,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,5,4,0,1,1,0
26456,25,Private,262978,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,3,0,1,0,0
26457,25,Private,187577,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26459,37,Private,160920,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26460,20,Private,194247,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,3,0,1,0,0
26461,17,Private,123335,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,3,0,0,0,0
26462,27,Local-gov,332249,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,5,3,0,1,0,0
26463,26,Private,358124,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K,0,3,1,0,0,0
26464,55,Private,208019,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,0,1,1,0
26465,39,Private,318452,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,4,0,1,1,0
26466,41,Private,207779,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,2,0,0,0,0
26467,34,Private,238376,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,0,1,1,0
26468,51,Private,673764,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
26469,67,State-gov,239705,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,12,?,<=50K,1,4,1,1,1,0
26470,40,Private,133974,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0,1,0,1,0,0
26471,23,Private,152140,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26472,45,Local-gov,287920,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,5,4,0,1,1,1
26473,43,State-gov,78765,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,1,1,0,1,0,0
26474,58,Private,206532,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,4,0,1,1,0
26475,33,Private,129529,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,1,0,1,0,0
26476,60,Local-gov,202473,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,5,4,0,1,1,0
26477,24,Private,162312,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,South,<=50K,0,3,2,1,0,0
26478,45,Private,72844,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,46,United-States,<=50K,0,1,0,0,0,0
26479,49,Private,206947,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26480,19,Private,64112,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26481,34,State-gov,20057,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,38,Philippines,<=50K,1,5,2,0,0,0
26482,42,State-gov,222884,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,1,0,1,0,0
26483,25,Private,132683,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,3,0,0,0,0
26485,19,Private,168601,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K,0,3,0,1,0,0
26486,31,State-gov,78291,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,3,0,0,0,0
26487,58,Federal-gov,243929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K,2,3,0,1,0,0
26488,21,Private,215039,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,13,?,<=50K,0,3,0,1,0,0
26489,47,Self-emp-not-inc,185673,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,3,4,0,1,1,1
26490,30,Private,121142,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K,0,3,0,1,0,1
26491,41,Private,173858,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,0,4,2,1,1,0
26493,44,Private,174283,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
26494,44,Private,128676,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,3,1,0,0,0
26495,24,Private,205844,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K,0,3,1,0,0,0
26496,28,Private,62535,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,0,4,0,1,1,0
26497,50,Private,240612,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,<=50K,0,5,0,0,0,0
26498,33,Private,176992,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
26499,23,Local-gov,254127,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,50,United-States,<=50K,5,3,0,0,0,0
26501,46,Private,128460,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26502,21,State-gov,56582,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,<=50K,1,3,0,1,0,0
26503,52,Private,153751,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K,0,2,1,0,0,0
26504,26,Private,284343,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,3,0,1,0,0
26505,27,State-gov,312692,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,12,United-States,<=50K,1,3,0,1,0,0
26506,28,Private,111520,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Nicaragua,<=50K,0,3,0,0,0,0
26507,50,Self-emp-inc,304955,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,4,4,0,1,1,1
26508,28,Private,288598,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0,4,0,1,1,0
26509,61,Self-emp-not-inc,117387,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,3,4,0,1,1,0
26510,32,Private,230484,7th-8th,4,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,0,2,0,0,0,0
26511,30,Federal-gov,319280,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,2,3,0,1,0,0
26512,51,Local-gov,186416,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,5,1,0,0,0,0
26513,28,Private,110164,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,0,0,24,United-States,<=50K,0,1,1,1,0,0
26514,49,Private,225454,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,0,4,0,1,1,1
26515,61,Self-emp-not-inc,220342,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,3,4,0,1,1,0
26516,41,Self-emp-not-inc,144002,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,3,4,0,1,1,1
26517,55,Private,225365,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0
26518,36,Private,187983,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,0,4,0,0,1,0
26519,21,Private,89991,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26520,57,Self-emp-not-inc,225913,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,3,4,0,1,1,1
26521,59,Private,145574,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26522,41,Private,274363,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,80,United-States,>50K,0,2,0,1,0,1
26523,59,Private,365390,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26524,20,Private,266467,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,0,3,0,1,0,0
26525,42,Private,183384,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,1,1,0,0,0
26526,41,Local-gov,112797,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K,5,1,0,0,0,0
26527,45,Federal-gov,76008,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,2,4,0,1,1,1
26528,36,Private,156780,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K,0,3,2,0,0,0
26529,42,Local-gov,186909,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K,5,4,0,0,1,1
26530,25,Private,25497,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26531,39,Private,30916,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26532,34,Private,123270,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
26533,22,Self-emp-not-inc,210165,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,3,3,0,1,0,0
26534,44,Private,222596,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,>50K,0,1,0,1,0,1
26535,53,Self-emp-inc,188067,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,4,0,0,0,0,0
26536,27,Private,250314,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Guatemala,<=50K,0,4,0,1,1,0
26537,60,Private,205934,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,0,2,0,0,0,0
26538,56,Private,147653,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K,0,1,0,0,0,0
26540,19,Private,151801,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,39,United-States,<=50K,0,3,0,1,0,0
26541,38,Private,177154,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26542,40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,2,4,0,1,1,1
26543,52,Private,175714,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,0,4,0,1,1,1
26544,22,Private,43535,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,0,4,0,0,1,0
26545,32,State-gov,104509,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,1,1,0,0,0,0
26546,27,Private,118230,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26547,25,Private,152046,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Guatemala,<=50K,0,3,0,0,0,0
26548,36,Private,52327,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Iran,>50K,0,4,4,1,1,1
26549,22,Private,218886,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,3,3,1,0,0
26550,32,Self-emp-not-inc,84119,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,3,4,0,1,1,0
26551,37,Private,189674,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,2,1,0,0,0
26552,22,Private,222993,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,54,United-States,<=50K,0,3,0,1,0,0
26553,29,Private,47429,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,0,4,0,0,1,1
26554,42,Private,144995,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,3,0,1,0,0
26555,45,Private,187969,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K,0,3,0,0,0,0
26556,33,Private,288398,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,1,0,0,0,0
26557,39,Private,114591,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,2,0,0,0,0
26558,27,Private,167737,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,3,0,1,0,0
26559,53,Local-gov,248834,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,5,4,0,0,1,1
26560,30,Private,165686,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26561,52,Self-emp-not-inc,40200,Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,35,United-States,<=50K,3,0,1,1,0,0
26562,47,Local-gov,216657,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,>50K,5,3,0,1,0,1
26563,61,Private,124242,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,India,<=50K,0,4,1,1,1,0
26564,39,Local-gov,239119,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Dominican-Republic,<=50K,5,1,1,1,0,0
26565,47,Private,190072,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K,0,1,0,1,0,0
26566,19,Private,378114,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,0,4,0,1,1,0
26567,31,Private,101761,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,<=50K,0,4,0,1,1,0
26568,69,Self-emp-not-inc,37745,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,<=50K,3,4,0,1,1,0
26570,29,Private,130438,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26571,24,Private,100605,Some-college,10,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,14,United-States,<=50K,0,3,4,1,0,0
26572,42,Private,220776,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,Poland,<=50K,0,2,0,1,0,0
26573,30,Local-gov,154950,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K,5,4,0,1,1,1
26574,28,Private,192283,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,80,United-States,>50K,0,5,0,0,0,1
26575,27,Private,210765,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
26576,53,Private,147476,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,1,1,0,0,0
26577,22,Private,109053,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26578,25,Private,265618,HS-grad,9,Separated,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K,0,2,1,1,0,0
26579,27,Private,68848,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,0,3,0,0,0,0
26580,30,Private,229051,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37,United-States,<=50K,0,4,0,1,1,0
26581,27,Private,106039,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K,0,1,0,0,0,0
26582,25,Private,112835,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
26584,32,Private,283400,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26585,70,Private,195739,10th,6,Widowed,Craft-repair,Unmarried,White,Male,0,0,45,United-States,<=50K,0,0,0,1,0,0
26586,50,Private,36480,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26587,40,Private,303291,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K,0,4,0,0,1,0
26588,34,Private,293900,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,55,United-States,<=50K,0,5,1,1,0,0
26589,57,Self-emp-not-inc,165922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,3,4,0,1,1,0
26590,39,Private,65738,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K,0,3,0,0,0,0
26591,49,Private,175070,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26592,26,Private,150132,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,3,0,0,0,0
26593,31,Private,377374,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,Japan,<=50K,0,1,1,0,0,0
26594,60,Self-emp-not-inc,166153,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,3,4,0,1,1,0
26595,27,Private,194243,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26596,31,Private,106347,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,0,4,1,0,1,0
26597,59,Private,214865,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,0,0,0,0
26599,18,Private,96445,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,0,3,0,0,0,0
26600,22,Private,102632,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,4,0,1,1,0
26601,24,Private,209034,Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,4,0,0,0,0
26602,53,State-gov,153486,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1,4,0,1,1,1
26603,43,Private,144371,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,>50K,0,4,0,1,1,1
26604,24,Private,186213,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
26605,60,Private,188236,10th,6,Widowed,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0
26606,24,Private,418405,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26607,52,Federal-gov,125796,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,2,3,1,1,0,0
26608,32,Private,183304,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,>50K,0,4,0,1,1,1
26609,34,Private,329587,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,2,0,0,0,0
26610,35,Local-gov,182570,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,5,4,0,1,1,1
26611,38,Private,446654,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K,0,5,0,1,0,0
26612,53,Local-gov,131258,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,5,3,0,0,0,1
26613,23,Private,103632,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
26614,40,Private,241895,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26615,40,Private,244945,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26616,50,Private,20795,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,0,4,0,1,1,1
26617,17,Private,347322,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,3,0,0,0,0
26618,32,Private,53206,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,0,1,0,1,0,1
26620,18,Private,57108,11th,7,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,<=50K,0,3,0,1,0,0
26621,62,Private,177791,10th,6,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26622,45,Private,33794,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
26623,46,Private,249935,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K,0,4,0,1,1,0
26624,73,Self-emp-not-inc,241121,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,3,4,0,1,1,0
26625,64,Private,98586,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,0,4,0,1,1,1
26626,26,Private,181920,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,0,4,0,0,1,1
26627,23,Private,434467,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K,0,3,0,1,0,0
26628,30,Private,113364,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Vietnam,<=50K,0,3,0,1,0,0
26629,51,Private,249706,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
26630,35,Self-emp-not-inc,95455,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K,3,1,0,0,0,0
26631,35,Self-emp-inc,79586,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K,4,4,2,1,1,1
26632,41,Private,289669,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0
