Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.41,0.43,0.105,0.361,0.1605,0.0665,0.71,8
I,0.415,0.47,0.115,0.3045,0.1215,0.22,0.094,7
I,0.425,0.325,0.105,0.3975,1.4,0.081,0.1175,7
F,0.44,0.59,0.1,0.379,0.1725,0.72,0.94,7
I,0.44,0.62,0.12,0.03,0.2965,0.0945,0.1185,6
F,0.5,0.405,0.135,0.7775,0.94,0.1715,0.1455,10
F,0.47,0.36,0.1,0.82,1.46,0.08900000000000001,0.41,8
I,0.47,0.415,0.145,2.81,0.3295,0.1835,0.203,8
F,0.525,0.4,0.36,2.56,0.318,0.138,0.20800000000000002,10
F,0.4,0.4,0.13,0.6995,0.3115,0.45,0.223,9
F,0.55,0.425,0.14,0.9520000000000001,0.4895,0.1945,0.2185,7
M,0.56,0.42,0.74,2.18,1.22,0.17,0.2315,8
M,0.575,0.55,0.135,0.9215,0.77,0.3,0.2365,9
F,0.575,0.6,0.135,0.61,0.36200000000000004,0.1655,0.23600000000000002,10
M,0.46,0.46,0.15,1.206,0.581,0.21600000000000003,0.32299999999999995,10
M,0.69,0.495,0.155,0.8,0.435,0.293,0.3245,11
F,0.67,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004,9
F,0.14,0.22,0.19,1.1655,0.536,0.2115,0.1625,10
F,0.45,0.38,0.65,1.2155,0.4625,0.2045,0.3105,10
M,0.67,0.42,0.165,1.1735,0.526,0.285,0.316,11
M,0.61,0.34,0.16,1.5319999999999998,0.74,0.28,0.3815,11
F,0.685,0.53,0.17,1.5105,0.16,0.3525,0.3725,10
F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
M,0.46,0.36,0.125,0.547,0.58,0.1105,0.19,8
M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
M,0.535,0.42,0.75,0.764,0.312,0.1505,0.265,11
M,0.45,0.3,0.105,0.488,0.188,0.0845,0.19,10
M,0.81,0.4,0.14,0.6905,0.259,0.151,0.23,10
I,0.09,0.26,0.09,0.1835,0.078,0.024,0.065,11
M,0.55,0.425,0.16,0.97,0.2885,0.02,0.48,20
I,0.18,0.1,0.8,1.65,0.0145,0.006999999999999999,0.01,5
F,0.43,0.165,0.055,0.059000000000000004,1.04,0.0125,0.0185,5
I,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4
F,0.64,0.48,0.2,1.3235,1.36,0.3055,0.76,9
M,0.55,0.22,0.17,0.8465,1.02,0.2405,0.29,13
M,0.18,0.45,0.15,1.047,0.4315,0.276,0.315,14
F,0.645,0.58,0.18,1.2785,1.15,0.2995,0.345,13
F,0.71,0.53,0.195,0.44,0.6755,0.4065,0.6855,12
F,0.52,0.54,0.215,1.09,0.6675,0.3125,0.66,24
F,0.655,0.505,0.165,1.367,1.41,0.3515,0.28,10
F,0.665,0.5,0.175,1.742,0.595,0.3025,0.03,21
M,0.1,0.375,0.105,0.37,1.25,0.26,0.54,11
M,0.48,0.5,1.04,0.4085,0.1755,0.092,0.135,9
F,0.54,0.41,1.1,0.24,0.2375,0.26,0.175,7
M,0.505,0.38,0.01,0.635,0.29,0.1555,0.175,9
M,0.535,0.44,0.165,0.875,1.39,0.18,0.3,10
F,0.43,0.35,0.09,2.33,1.16,0.08900000000000001,0.12,9
M,0.55,0.32,0.81,0.8059999999999999,1.29,0.203,0.48,9
F,0.34,0.255,0.085,0.204,0.09699999999999999,0.021,0.05,6
I,0.275,0.64,0.065,0.1165,0.0565,0.013000000000000001,0.035,7
F,0.38,0.22,0.07,0.17,0.076,0.05,0.05,6
M,0.75,0.49,0.14,1.194,0.4445,0.33,0.375,15
F,0.55,0.17,0.125,0.46,0.33,0.2125,0.76,9
F,0.27,0.475,0.19,1.151,0.4365,0.29,0.3805,13
F,0.64,0.41,0.115,0.6765,0.29,0.33,0.22,9
F,0.64,0.54,0.88,1.571,0.627,0.271,0.475,18
M,0.605,0.47,0.3,1.153,0.503,0.2505,0.295,15
M,0.605,0.37,0.115,1.114,0.3925,0.29100000000000004,0.31,15
M,0.56,0.45,0.155,0.9125,0.3595,0.58,0.35,10
F,0.57,0.465,0.04,0.872,0.3245,0.239,0.285,14
M,0.525,0.405,1.08,1.29,0.316,0.1455,0.28,13
F,0.505,0.405,0.84,0.606,0.239,0.1235,0.18,11
M,0.23,0.265,0.09,0.2265,1.18,0.0575,0.065,6
M,0.45,0.355,0.88,0.95,0.147,0.0765,0.145,9
F,0.51,0.2,1.05,0.61,0.22899999999999998,0.131,0.14,11
F,0.49,0.14,0.13,1.95,0.22899999999999998,0.1355,0.165,12
F,0.55,0.57,0.135,0.657,0.29100000000000004,0.133,0.195,15
M,0.38,0.3,0.1,0.2505,0.106,0.24,0.0775,8
I,0.27,0.195,0.07,0.102,1.46,0.0135,0.17,8
F,0.35,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,7
M,0.5,0.385,0.135,0.551,0.2245,0.11,0.78,11
F,0.645,0.505,0.165,1.307,0.4335,0.262,0.53,10
F,0.565,0.44,0.115,0.59,0.62,0.1785,0.29,11
F,0.67,0.545,0.175,2.72,0.6995,0.387,0.575,13
F,0.68,0.415,0.15,0.8805,0.3645,0.23399999999999999,0.07,11
F,0.51,0.26,0.11,0.4965,0.237,0.127,0.13,6
F,0.51,0.385,0.135,0.94,0.282,0.145,0.31,8
M,0.72,0.575,0.23,1.59,0.66,0.3985,0.665,16
M,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,7
I,0.2,0.145,0.025,0.0345,0.011000000000000001,0.43,0.01,5
M,0.65,0.515,0.18,1.3315,0.58,0.41,0.405,13
F,0.525,0.405,0.15,0.72,0.3105,0.68,0.2,14
M,0.565,0.435,0.185,1.032,1.43,0.2045,0.31,20
F,0.61,0.47,0.16,1.0170000000000001,0.426,0.2255,0.32,12
F,0.545,0.405,0.175,0.98,0.2585,0.66,0.38,18
I,0.325,0.245,0.86,0.1495,0.75,0.033,0.23,5
F,0.31,0.44,0.075,0.1515,0.055999999999999994,0.0315,0.05,7
M,0.45,0.58,0.14,0.478,0.1865,0.115,0.16,11
F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.33,9
F,0.505,0.405,0.16,0.6835,0.88,0.145,0.75,10
F,0.385,0.3,0.24,0.2725,0.1115,0.057,0.82,6
F,0.62,0.37,0.68,1.511,0.5095,0.69,0.51,17
F,0.635,0.505,1.06,1.3035,0.501,0.295,0.41,17
F,0.665,0.53,0.185,1.3955,0.456,0.33,0.12,15
F,0.31,0.265,0.095,0.1975,0.0795,0.74,0.07,9
M,0.295,0.16,0.31,0.11599999999999999,1.45,0.0295,0.04,8
I,0.48,0.38,0.28,0.523,0.99,0.1045,0.175,15
I,0.32,0.25,0.08,0.68,0.057,0.034,0.06,9
I,0.43,0.34,0.05,0.384,0.1375,0.061,0.146,14
M,0.565,0.45,0.12,1.0055,0.3785,0.244,0.265,12
F,0.7,0.48,0.32,1.1345,1.14,0.27,0.335,10
F,0.8,0.46,0.17,1.0835,0.3745,0.326,0.325,14
F,0.73,0.42,0.14,0.868,0.33,0.09,0.21,13
I,0.7,0.495,0.16,1.87,0.452,0.275,0.13,14
F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
I,0.425,0.34,0.12,0.38799999999999996,1.24,0.087,0.125,10
F,0.64,0.41,0.09,1.02,0.22,0.3105,0.48,14
M,0.675,0.525,1.01,1.402,0.483,0.3205,0.465,16
M,0.5,0.64,0.145,0.6025,0.21600000000000003,0.138,0.21,11
M,0.385,0.305,1.03,0.2775,0.109,0.0515,0.1,9
F,0.52,0.435,0.195,0.973,0.08,0.2135,0.355,18
M,0.52,0.19,0.86,0.753,0.258,0.4,0.255,8
M,0.71,0.32,0.2,1.3765,1.43,0.3075,0.47,16
I,0.44,0.33,0.12,0.375,0.1425,0.67,0.115,9
F,0.42,0.32,0.13,0.4135,1.22,0.76,0.11900000000000001,10
M,0.81,0.35,0.135,0.56,0.231,0.13699999999999998,0.145,13
I,0.42,0.325,0.4,0.3915,0.1575,0.5,0.71,9
I,0.73,0.53,0.19,1.2765,0.4835,0.44,0.4,12
M,0.57,0.455,0.15,2.03,0.387,0.2385,0.275,11
M,0.41,0.325,0.64,1.71,0.52,0.081,0.25,12
M,0.485,0.32,0.15,1.39,0.2405,0.1625,0.265,13
F,0.32,0.64,0.19,1.2955,0.5215,0.3225,0.365,12
M,0.59,0.485,0.205,1.2315,0.4525,0.23800000000000002,0.42,13
M,0.665,0.535,0.155,1.3,0.11,0.2565,0.485,14
I,0.345,0.285,0.31,0.2225,0.0865,0.057999999999999996,0.58,8
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
M,0.695,0.53,0.9,1.4769999999999999,0.6375,0.3025,0.43,14
M,0.34,0.63,0.185,1.5715,0.6935,0.318,0.47,15
M,0.555,0.435,0.135,0.858,0.377,0.3,0.29,15
M,0.65,0.525,0.19,1.4995,0.5,0.4005,0.395,14
M,0.635,0.43,0.19,0.15,0.5825,0.303,0.42,15
F,0.43,0.51,0.23,1.092,0.396,0.56,0.74,14
F,0.69,0.555,0.205,2.07,0.7785,0.4395,0.515,19
F,0.695,0.55,0.16,1.6365,0.6940000000000001,0.73,0.77,13
M,0.52,0.435,0.16,0.9059999999999999,0.342,0.21899999999999997,0.295,13
F,0.16,0.495,0.19,1.213,0.46399999999999997,0.306,0.365,15
M,0.595,0.18,0.165,1.06,1.35,0.54,0.48,11
M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
F,0.435,0.31,0.125,0.45899999999999996,0.19699999999999998,0.55,0.05,9
I,0.455,0.375,0.28,0.5329999999999999,0.21,0.67,0.185,8
I,0.48,0.38,0.84,0.6175,1.34,0.142,0.74,12
I,0.66,0.35,0.105,0.0,0.1705,0.0855,0.11,6
F,0.435,0.35,0.105,1.3,0.19399999999999998,0.67,0.13,7
M,0.3,0.23,0.075,0.15,0.04,0.042,0.045,5
F,0.17,0.48,0.15,2.45,0.375,0.193,0.2,12
M,0.36,0.385,0.11,0.655,0.3185,0.15,0.185,9
M,0.16,0.375,0.7,0.484,0.2155,0.102,0.165,7
M,0.64,0.48,0.01,1.4435,0.6145,0.3035,0.39,18
F,0.56,0.21,0.125,0.8775,0.3345,0.2145,0.29,13
F,0.645,0.52,0.19,1.3105,0.58,0.28800000000000003,0.37,12
F,0.595,0.24,0.95,1.2515,1.0,0.31,0.93,14
I,0.565,0.41,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,17
F,0.15,0.5,0.39,1.1705,0.5405,0.3175,0.93,12
M,0.48,0.36,0.135,0.528,0.2,0.1395,0.16,14
F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
F,0.4,0.18,0.115,0.4335,0.2105,0.1205,0.97,10
I,0.41,0.31,0.13,0.3595,0.1415,0.66,0.115,11
F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
F,0.625,0.11,0.78,0.8595,0.3195,0.1775,0.94,13
F,0.52,0.425,0.63,0.7735,0.2,0.21,0.19,17
M,0.465,0.36,0.1,0.4365,0.16899999999999998,0.1075,0.22,11
F,0.475,0.15,0.78,0.501,0.192,0.1175,0.175,13
F,0.5,0.405,0.14,0.6735,0.265,0.73,0.42,18
M,0.46,0.355,0.11,2.61,0.215,0.08199999999999999,0.13,12
M,0.59,0.385,0.125,0.4775,0.2,0.17,0.17,12
F,0.465,0.39,0.14,0.5555,0.82,0.1075,0.215,15
M,0.525,0.415,0.1,0.6445,0.26,0.1575,0.22,12
F,0.655,0.53,0.19,1.4280000000000002,0.493,0.62,0.565,18
M,0.69,0.54,0.49,0.18,0.31,0.353,0.555,24
M,0.55,0.45,0.17,0.81,0.317,0.09,0.22,11
F,0.58,0.21,0.165,1.0385,0.414,0.16,0.305,13
F,0.59,0.475,0.71,0.9715,0.371,0.55,0.28,11
M,0.565,0.44,0.155,0.868,0.348,0.67,0.26,11
F,0.665,0.57,0.185,1.5219999999999998,0.76,0.3025,0.405,13
F,0.52,0.51,0.175,1.28,0.4985,0.22699999999999998,0.315,14
M,0.55,0.46,0.13,0.7085,1.34,0.71,0.205,12
F,0.49,0.475,0.145,1.0185,0.4695,0.17,0.49,15
M,0.535,0.42,0.16,1.78,0.275,0.16399999999999998,0.225,15
F,0.51,0.51,0.06,0.6175,0.262,0.122,0.193,12
M,0.53,0.17,0.84,0.53,0.9,0.17,0.193,9
F,0.495,0.49,0.15,0.597,0.2615,0.135,0.58,11
M,0.67,0.32,0.185,1.156,0.5525,0.49,0.295,13
F,0.63,0.5,1.09,1.22,0.4905,0.3,0.345,14
M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14
F,0.605,0.44,0.21,1.0735,0.43700000000000006,0.56,0.33,14
M,0.645,0.5,0.19,1.229,0.95,0.54,0.395,17
M,0.62,0.15,0.13,1.146,0.47700000000000004,0.23,0.39,13
F,0.605,0.4,0.175,1.145,1.05,0.28,0.23,16
F,0.615,0.08,0.1,1.1055,0.4445,0.22699999999999998,0.09,16
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
M,0.3,0.575,0.05,1.555,0.6465,0.3705,0.52,15
M,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
I,0.57,0.435,0.14,0.8085,0.55,0.183,0.22,16
I,0.6,0.445,0.175,1.07,0.29,0.21600000000000003,0.355,16
I,0.41,0.63,0.115,0.2595,0.09699999999999999,0.0515,0.64,10
I,0.45,0.325,0.135,0.43799999999999994,0.61,0.1165,0.11,9
M,0.275,0.33,0.08,0.099,0.63,0.024,0.03,5
I,0.485,0.11,0.12,2.78,0.21,0.122,0.135,9
F,0.62,0.485,0.165,1.166,0.483,0.23800000000000002,0.355,13
F,0.71,0.38,0.43,0.507,0.1915,0.1365,0.155,12
F,0.505,0.41,0.15,0.6345,0.243,0.37,0.215,17
M,0.64,0.31,0.56,0.314,0.138,0.38,0.1,11
I,0.45,0.355,0.115,0.33,0.184,0.12,0.3,11
M,0.51,0.61,0.09,0.195,0.0745,0.040999999999999995,0.75,9
M,0.37,0.35,0.14,0.451,0.171,0.0705,0.184,16
M,0.12,0.2,0.065,0.084,0.034,0.0105,0.03,7
M,0.81,0.125,0.45,0.54,0.0095,0.24,0.008,4
I,0.705,0.555,0.15,2.54,0.23,0.3235,0.52,19
F,0.535,0.425,0.155,2.59,1.39,0.1565,0.34,16
I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
I,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
F,0.395,0.3,0.105,0.3375,1.29,0.0755,0.098,12
I,0.375,0.61,0.1,1.58,0.1165,0.0585,0.39,12
M,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485,10
I,0.55,0.35,0.135,0.8095,1.47,0.2015,0.33,12
I,0.33,0.48,0.2,2.22,0.6255,0.2595,0.425,16
M,0.575,0.475,0.17,0.77,0.3775,0.284,0.35,13
F,0.1,0.435,0.15,0.6855,0.2905,0.145,0.225,10
M,0.72,0.305,0.57,2.67,0.146,0.0555,0.08,10
F,0.51,0.34,0.52,0.7005,1.2,0.165,0.2,11
I,0.1,0.34,0.18,0.4895,0.82,0.0875,0.2,13
I,0.47,0.36,0.05,0.45,0.191,0.0865,0.37,12
I,0.39,0.3,0.105,2.15,0.23,0.038,0.085,8
F,0.37,0.325,0.13,0.382,0.1465,0.16,0.14,12
F,0.46,0.55,0.125,0.4435,0.32,0.09,0.145,11
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
F,0.685,0.525,0.175,1.71,0.92,0.309,0.89,16
F,0.585,0.475,0.185,2.71,0.3465,0.6,0.275,12
I,0.54,0.435,0.145,0.97,0.65,0.46,0.264,17
F,0.49,0.39,0.94,0.59,0.215,0.125,0.1845,12
M,0.63,0.26,0.095,1.52,0.1315,0.085,0.11199999999999999,14
I,0.455,0.365,0.91,2.24,0.166,0.046,0.1345,13
F,0.495,0.63,0.24,0.515,0.175,0.098,0.212,13
M,0.37,0.43,0.84,0.59,0.23199999999999998,0.63,0.23,12
I,0.47,0.4,0.23,0.51,1.21,0.073,0.198,14
M,0.415,0.59,0.1,1.02,0.1215,0.0575,0.10400000000000001,11
I,0.49,0.385,0.115,0.84,0.3265,0.1615,0.76,13
I,0.8,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,10
I,0.445,0.345,0.13,0.82,0.1365,0.0645,0.18,11
F,0.51,0.38,0.13,0.584,0.22399999999999998,0.38,0.185,13
F,0.45,0.45,0.145,0.8290000000000001,0.3535,0.1685,0.205,15
I,0.475,0.365,0.14,0.4545,0.41,0.11800000000000001,0.158,8
F,0.455,0.36,0.11,0.4385,0.88,0.7,0.125,10
I,0.46,0.63,0.11,0.40700000000000003,0.1685,0.1,0.13,10
I,0.11,0.3,0.1,1.75,0.1385,0.0735,0.085,6
I,0.72,0.285,0.1,0.239,0.07,0.21,0.07,8
M,0.285,0.215,0.075,0.106,0.0415,0.23,0.66,5
I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
F,0.79,0.44,0.175,1.073,0.4005,0.41,0.335,19
M,0.41,0.315,0.095,0.306,0.121,0.64,0.09,9
F,0.41,0.3,0.1,0.301,0.124,0.11,0.09,9
I,0.54,0.405,0.15,0.73,0.307,0.2075,0.19,10
M,0.33,0.08,0.085,0.171,0.0655,0.0365,0.46,11
I,0.44,0.31,0.115,0.3625,0.89,0.75,0.12,11
M,0.28,0.21,0.065,0.0905,0.035,0.26,0.03,5
I,0.59,0.465,0.195,1.0885,0.3685,0.37,0.375,17
I,0.61,0.48,0.165,1.097,0.4215,0.07,0.335,13
I,0.61,0.46,0.17,1.27,1.39,0.257,0.08,17
M,0.31,0.345,0.125,0.44,0.16899999999999998,0.1065,0.05,12
M,0.33,0.31,0.34,0.163,0.0615,0.034,0.055,10
I,0.39,0.21,0.135,0.25,0.17,0.0905,0.195,16
I,0.34,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.09,19
F,0.41,0.375,1.12,2.29,0.237,0.1715,0.155,10
F,0.46,0.33,0.15,0.5325,0.2085,0.2,0.27,10
I,0.31,0.235,0.09,1.09,0.048,0.031,0.47,6
I,0.62,0.19,0.07,0.0815,1.02,0.016,0.031,5
M,0.335,0.255,0.25,0.95,0.0615,0.0345,0.057,8
I,0.16,0.21,0.96,0.1,0.038,0.026000000000000002,0.031,8
I,0.08,0.13,0.09,0.0265,0.009000000000000001,0.005,0.77,5
M,0.545,0.435,0.54,0.9955,0.3245,0.2665,0.325,19
M,0.34,0.4,0.12,0.6605,0.2605,0.59,0.19,15
M,0.5,0.375,0.13,0.721,0.3055,0.08,0.22,14
F,0.305,0.16,0.07,0.1485,0.0585,0.0335,0.045,7
F,0.49,0.11,0.5,0.48700000000000004,0.19399999999999998,0.1455,0.125,13
M,0.515,0.4,0.125,1.36,0.341,0.18,0.26,13
I,0.67,0.41,0.145,0.873,0.3035,0.196,0.31,18
F,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,13
F,0.565,0.35,0.15,1.61,0.377,0.3525,0.33,16
M,0.56,0.34,0.26,0.58,0.5035,0.2785,0.26,10
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.06,13
F,0.6,0.515,1.05,1.4605,1.12,0.3155,0.41,19
M,0.575,0.24,0.13,1.0105,1.17,0.18,0.32,10
F,0.62,0.25,0.25,1.0765,0.41200000000000003,0.253,0.3,13
F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.14,13
M,0.605,0.475,0.16,1.05,0.5495,0.332,0.34,18
F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.76,12
M,0.365,0.285,0.56,1.62,0.0855,0.32,0.07,9
F,0.24,0.09,0.73,0.44,0.19,0.1025,0.45,8
M,0.53,0.52,0.98,0.879,0.28,0.2165,0.19,10
M,0.48,0.395,0.56,0.6815,1.23,0.24,0.99,18
M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
M,0.35,0.08,0.11,1.39,0.066,0.059000000000000004,0.075,9
M,0.37,0.43,0.105,0.22399999999999998,0.0815,0.02,0.11,8
I,0.34,0.25,0.075,1.99,1.2,0.0405,0.05,7
I,0.35,0.28,0.075,0.196,0.08199999999999999,0.43,0.064,8
I,0.43,0.265,0.08,0.192,0.081,0.26,0.053,6
I,0.52,0.315,0.09,0.3095,0.147,0.05,0.09,7
I,0.395,0.31,0.18,0.313,1.08,0.07200000000000001,0.01,7
M,0.49,0.23,0.105,0.3595,0.16699999999999998,0.083,0.0915,6
M,0.7,0.32,0.1,0.3855,0.192,0.0745,0.68,7
F,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
M,0.74,0.395,0.12,0.674,0.3325,0.1235,0.58,9
M,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,7
F,0.62,0.22,0.16,1.0315,0.43200000000000005,0.15,0.337,9
M,0.56,0.45,0.14,0.9,1.02,0.182,0.71,7
M,0.58,0.26,0.15,1.0165,0.491,0.57,0.19,9
F,0.58,0.21,0.5,1.2495,0.4945,0.27,0.371,8
M,0.59,0.54,0.135,1.1685,0.539,0.21,0.97,8
F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
M,0.6,0.475,1.08,1.089,0.5195,0.223,0.292,11
M,0.61,0.63,0.31,1.0325,0.49700000000000005,0.2175,0.2785,9
F,0.63,0.475,0.15,1.172,1.15,0.254,0.316,11
M,0.64,0.51,0.48,1.3715,1.1,0.307,0.409,10
F,0.65,0.545,0.185,1.09,0.6565,0.341,0.43,10
M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
M,0.74,0.605,0.64,2.51,1.1455,0.575,0.5235,13
I,0.25,0.18,0.81,0.0805,0.0345,0.0185,1.0,4
I,0.62,0.21,0.54,0.111,0.0425,0.0285,0.03,6
I,0.325,0.24,0.075,1.34,0.065,0.0305,0.045,6
I,0.35,0.23,0.84,0.19899999999999998,0.073,0.049,0.06,5
I,0.36,0.27,0.55,0.21899999999999997,0.09699999999999999,0.47,0.065,6
I,0.365,0.62,0.87,0.2155,0.37,0.04,0.063,6
I,0.45,0.33,0.09,0.2565,0.1255,0.0645,0.0645,6
I,0.375,0.285,0.09,0.257,0.1045,0.64,0.075,7
I,0.62,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
I,0.395,0.25,0.09,0.27899999999999997,0.134,0.049,0.075,8
I,0.43,0.335,0.105,0.3,0.188,0.0785,0.09,6
I,0.44,0.24,0.125,0.02,0.21,0.0955,0.131,8
F,0.465,0.37,0.1,0.25,0.23399999999999999,0.11,0.14,7
M,0.465,0.355,0.3,0.4705,0.1955,0.11800000000000001,0.126,7
M,0.48,0.37,0.13,0.67,0.349,0.1155,0.9,8
I,0.27,0.37,0.1,0.513,1.27,0.1075,0.13,7
I,0.49,0.4,0.115,0.569,0.256,0.1325,0.97,9
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
F,0.5,0.36,0.86,0.596,0.3015,0.10400000000000001,0.65,8
F,0.78,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
M,0.52,0.39,0.12,0.6435,0.2885,0.36,0.161,7
M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
F,0.525,0.22,0.125,0.7115,0.3205,0.159,0.1915,7
M,0.09,0.39,0.155,0.38,0.3645,0.195,0.45,8
F,0.555,0.44,1.11,0.8815,0.43,0.1975,0.2155,8
F,0.555,0.42,0.11,2.33,0.4445,0.7,0.225,8
F,0.575,0.46,1.01,1.065,0.4985,0.2145,0.2815,8
M,0.7,0.475,0.155,1.1385,0.502,0.2295,0.31,9
F,0.61,0.48,0.16,1.2,0.96,0.23800000000000002,0.315,12
F,0.73,0.46,0.72,1.2635,0.53,0.315,0.3455,10
F,0.61,0.47,0.16,1.22,1.1,0.23600000000000002,0.29,8
M,0.615,0.63,0.19,1.53,0.6715,0.2925,0.365,8
M,0.62,0.485,0.165,1.21,0.5235,0.2505,0.2825,9
F,0.32,0.15,0.46,1.76,0.4495,0.17,0.345,11
F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
M,0.625,0.485,0.17,1.41,0.5855,0.55,0.46,11
M,0.635,0.56,0.43,2.22,0.583,0.2985,0.295,10
F,0.64,0.48,0.195,2.04,0.5,0.25,0.88,9
M,0.64,0.5,0.17,1.4545,0.642,0.69,0.354,9
M,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,10
M,0.665,0.59,0.63,0.89,0.7295,0.40700000000000003,0.4265,11
F,0.715,0.585,0.03,2.0725,1.32,0.4095,0.565,10
M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
M,0.67,0.58,0.185,2.04,0.8045,0.3595,0.4375,9
I,0.77,0.16,0.05,0.021,0.0075,0.0045,0.013999999999999999,3
I,0.29,0.15,0.055,2.45,0.03,0.13,0.98,4
I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
I,0.4,0.315,0.085,0.2675,0.11599999999999999,0.07,0.0765,6
I,0.4,0.29,0.1,1.32,0.10400000000000001,0.48,0.0815,7
M,0.4,0.6,0.11,0.44,0.66,0.071,0.075,6
M,0.435,0.31,0.11,0.41100000000000003,0.2025,0.68,0.99,7
I,0.44,0.48,0.32,0.38,0.19699999999999998,0.079,0.09,7
F,0.45,0.63,0.105,2.74,0.21,0.0925,0.12,8
F,0.465,0.345,0.105,0.4015,0.242,0.0345,0.76,6
M,0.47,0.355,0.145,0.4485,0.156,0.59,0.12300000000000001,7
I,0.47,0.355,0.51,0.4155,0.16,0.084,0.139,7
I,0.475,0.42,0.16,0.94,1.28,0.1505,0.1845,8
I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
F,0.68,0.15,0.19,0.37,1.16,0.239,0.65,8
I,0.51,0.405,0.86,0.599,0.3065,0.1155,0.1485,8
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.65,8
F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
I,0.47,0.42,0.15,0.7465,0.348,0.44,0.92,10
F,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
I,0.555,0.44,0.145,1.38,0.4165,0.1685,0.23,8
M,0.555,0.44,0.41,0.66,0.4155,0.146,0.23,8
F,0.555,0.43,0.85,0.812,0.4055,0.163,0.04,9
M,0.56,0.415,0.13,0.7615,0.29,0.17,0.51,8
M,0.575,0.44,0.145,0.5,0.24,0.2195,0.225,8
I,0.585,0.45,0.81,0.9835,0.4845,0.41,0.22,9
M,0.59,0.46,0.145,0.9,0.91,0.24,0.255,10
F,0.595,0.47,0.14,1.0155,0.491,0.29,0.289,9
F,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268,8
M,0.34,0.475,0.08,1.1640000000000001,0.5045,0.46,0.335,12
M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.31,10
F,0.68,0.35,0.94,1.1345,0.4695,0.257,0.348,11
F,0.62,0.51,0.18,1.2329999999999999,0.5920000000000001,0.22,0.322,10
M,0.31,0.495,0.18,0.17,0.4715,0.254,0.3135,10
M,0.625,0.49,0.57,1.179,0.605,0.258,0.271,9
F,0.29,0.5,0.165,1.1635,0.33,0.239,0.32,11
F,0.48,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003,9
I,0.54,0.08,0.175,2.36,0.667,0.2665,0.14,10
M,0.65,0.4,0.18,1.469,0.7115,0.3335,0.38,9
M,0.655,0.52,0.18,1.492,1.24,0.73,0.355,11
F,0.655,0.54,0.3,1.5585,0.7285,0.402,0.385,11
M,0.32,0.5,0.175,2.76,0.94,0.2805,0.4085,9
