type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,15.68,0.39,1.38,42.43,0.3,7.0,42.0,1.02,3.35,1.1,14.79,7
white,13.0,1.29,1.31,2.6,0.11,11.0,24.0,1.01,3.16,0.69,9.79,5
red,4.31,0.29,0.52,2.8,0.159,3.87,75.0,0.9998,3.43,1.76,9.4,5
white,5.5,0.27,0.53,47.95,0.14,13.2,105.15,1.02,3.2,0.63,12.0,7
white,6.9,0.52,0.02,42.28,0.01,208.46,162.62,1.0,3.57,1.17,9.9,5
red,7.9,0.24,1.65,1.6,0.54,193.52,56.49,0.99,2.9,1.1,8.7,6
red,4.24,0.99,0.53,1.8,0.067,219.43,76.88,0.99,3.25,0.7,10.6,6
red,14.81,1.32,0.25,13.96,0.106,46.28,72.0,1.04,3.05,0.41,9.2,5
red,14.0,1.29,1.39,5.07,0.08900000000000001,6.0,162.67,1.03,2.75,0.81,10.8,6
red,6.57,1.24,0.02,54.49,0.25,268.26,15.0,0.99,3.49,1.12,13.88,7
red,11.5,0.67,1.65,1.11,0.078,19.0,136.91,1.0003,2.85,0.64,11.0,6
red,9.4,1.36,0.53,61.78,0.3,6.0,258.68,1.0,3.23,0.42,9.01,7
red,4.96,1.42,0.78,6.2,0.08800000000000001,188.44,332.03,1.0,3.11,0.55,12.5,6
red,8.69,0.98,0.38,2.5,0.094,262.18,60.0,1.03,2.86,0.71,9.32,6
red,8.3,0.26,0.42,62.01,0.08,265.25,31.84,0.99,3.3,1.98,9.8,6
red,6.9,0.63,0.22,2.9,0.15,17.0,43.0,1.0,3.06,0.26,9.97,6
white,8.3,0.8,1.15,14.4,0.44,11.0,27.0,0.9974,3.1,1.22,9.4,6
red,8.3,1.09,0.42,55.75,0.08,269.72,227.3,1.02,3.17,0.8,8.68,6
red,10.99,0.28,1.03,2.1,0.087,130.75,158.6,0.998,3.42,0.74,14.46,5
red,11.32,0.63,0.45,59.17,0.58,196.8,338.21,1.0,3.43,0.29,14.7,6
red,14.98,0.54,0.26,35.75,0.08800000000000001,23.0,144.46,1.02,2.96,0.85,8.28,6
red,13.69,0.66,0.28,1.9,0.079,17.0,356.02,0.9972,3.58,0.54,8.9,6
white,10.56,0.38,0.71,1.9,0.34,29.01,53.0,0.9981,2.74,0.58,9.2,6
white,12.64,1.56,0.72,2.5,0.16,16.0,342.83,1.01,3.19,0.53,13.42,7
red,5.6,0.85,0.05,1.4,0.46,12.0,99.56,0.9924,3.56,0.82,9.9,8
white,7.35,0.415,0.25,2.9,0.17,241.78,43.0,1.0014,2.84,0.8,10.36,6
red,9.5,0.66,0.52,10.21,0.08199999999999999,260.26,143.58,1.01,3.37,0.94,8.05,5
red,13.5,1.06,0.1,2.0,0.11199999999999999,13.0,95.0,0.997,3.16,0.92,11.44,5
red,7.67,0.52,0.65,2.3,0.58,88.41,25.0,0.9997,2.91,0.32,9.9,5
red,12.0,0.37,0.13,31.09,0.33,7.0,220.5,1.03,3.94,0.6,10.59,7
red,14.11,1.54,0.02,36.3,0.122,68.0,370.49,1.04,3.47,0.96,8.52,5
red,6.94,1.25,0.83,2.6,0.22,162.61,49.0,0.9988,3.73,0.85,11.0,6
red,7.8,0.59,1.45,2.6,0.06,225.87,49.0,0.9988,2.88,0.65,11.0,6
white,8.7,1.09,1.32,17.07,0.16,9.0,263.81,0.99,3.1,1.21,11.18,5
white,4.59,0.52,1.39,1.49,0.122,55.95,283.2,1.01,3.47,0.53,12.61,5
red,6.64,0.26,0.3,18.23,0.059000000000000004,76.52,194.82,1.03,3.43,1.7,8.72,6
red,12.2,0.29,0.54,58.81,0.085,167.9,297.05,1.04,3.15,0.43,11.07,6
red,14.37,0.13,0.18,2.7,0.22,223.81,176.19,0.9994,3.15,0.64,10.5,6
red,5.61,0.58,0.69,42.48,0.075,231.74,297.03,1.03,3.9,1.53,11.89,5
white,8.36,0.31,0.55,1.4,0.059000000000000004,21.0,67.83,0.9966,3.85,0.76,10.1,6
white,9.8,0.62,0.22,62.06,0.13,223.28,227.31,0.9981,3.24,0.52,11.26,6
white,13.01,0.36,0.87,56.49,0.08,210.45,30.0,1.02,3.34,0.63,12.26,7
white,10.4,0.4,0.12,3.7,0.46,46.19,409.68,1.04,3.19,0.7,13.74,6
white,4.64,0.36,0.49,46.23,0.16,37.1,49.0,1.0,3.91,1.92,13.73,4
white,9.0,0.43,0.34,45.7,0.16,88.82,350.67,1.03,3.19,1.15,9.5,6
red,10.29,0.77,0.35,27.37,0.16,55.89,78.0,1.04,3.97,1.29,13.7,5
red,7.1,0.735,0.16,54.36,0.1,15.0,7.52,0.9966,3.81,0.65,12.71,5
white,10.47,1.44,0.33,6.7,0.02,6.0,162.86,0.9986,3.82,0.8,13.66,7
red,5.29,0.1,0.89,2.61,0.53,285.69,290.96,0.9982,3.77,0.63,9.57,5
red,14.11,0.76,1.37,6.6,0.19,31.0,134.0,1.02,3.29,1.15,8.58,5
red,4.59,0.75,1.61,60.1,0.111,6.0,148.26,1.01,3.26,0.66,11.33,6
white,7.0,1.1,0.93,1.9,0.091,57.22,124.0,1.02,3.78,0.48,14.86,5
red,11.9,0.82,0.81,2.0,0.23,91.11,59.46,0.9996,3.24,0.76,10.4,6
red,6.8,0.62,1.49,19.64,0.21,34.0,52.0,1.02,3.62,0.75,9.9,5
red,6.81,0.67,0.33,2.4,0.16,253.04,186.15,0.99,3.76,1.96,11.8,7
white,6.6,0.74,1.0,57.56,0.5,32.0,293.05,1.0,3.98,0.59,13.96,7
red,7.7,0.88,0.2,2.0,0.48,242.36,79.13,1.02,4.0,1.73,12.51,5
red,10.5,0.24,0.47,11.41,0.16,132.89,24.0,0.9978,3.71,1.63,13.98,7
red,7.7,0.96,0.97,2.0,0.13,25.34,116.63,0.9955,3.36,0.44,10.41,5
red,6.6,0.4,1.4,28.33,0.059000000000000004,2.16,48.0,0.9952,3.93,1.07,12.3,7
red,8.08,0.47,0.65,8.87,0.045,269.03,127.76,1.02,3.49,0.42,12.74,6
red,13.83,0.24,1.5,52.16,0.077,65.09,32.0,0.9988,3.67,0.56,13.55,6
red,9.1,0.83,0.42,23.05,0.07,9.0,286.03,1.03,3.27,0.46,8.92,5
red,7.21,0.84,0.63,2.4,0.17,173.33,35.0,1.03,3.28,0.46,9.26,6
white,6.59,0.24,1.15,61.33,0.18,6.0,74.18,1.01,3.15,0.82,13.93,7
white,11.15,0.85,1.26,44.04,0.07400000000000001,109.61,66.0,0.9974,3.83,0.56,13.22,5
red,14.78,0.37,0.69,2.3,0.04,101.25,24.0,1.03,3.0,1.94,9.02,6
red,10.54,0.86,0.72,36.24,0.02,197.02,198.26,1.01,3.44,1.46,9.5,5
red,5.4,0.41,1.19,4.34,0.076,154.99,373.47,0.9996,3.15,1.98,13.87,6
red,11.67,0.39,0.63,10.33,0.53,209.14,18.0,1.03,3.16,0.49,9.5,5
white,7.91,0.67,0.3,2.0,0.19,9.6,62.0,0.9958,3.64,0.56,10.94,6
red,4.95,0.45,1.34,3.2,0.31,86.48,8.97,0.9986,3.5,0.93,9.06,6
white,10.4,1.25,0.95,42.61,0.076,22.0,436.73,0.9996,3.37,0.63,9.06,6
red,4.45,0.24,0.65,53.35,0.56,88.6,311.36,0.99,3.08,0.6,9.3,5
red,4.89,0.31,0.72,26.95,0.43,6.0,415.01,1.04,2.88,0.82,14.54,8
red,8.44,0.4,0.04,38.06,0.068,177.11,372.64,1.0,3.63,0.68,13.83,6
red,9.53,0.685,0.76,3.7,0.1,89.09,43.0,1.0032,3.96,0.45,10.24,7
red,10.0,0.44,1.46,34.46,0.52,270.17,19.0,0.9963,3.23,0.91,10.14,7
red,13.86,0.61,1.57,64.19,0.054000000000000006,5.0,27.0,1.04,3.06,1.05,12.5,7
red,9.5,1.26,1.34,2.1,0.079,6.0,31.0,0.99,2.89,0.83,10.1,6
red,12.15,0.7,1.52,2.6,0.33,31.0,202.65,1.02,3.15,0.73,10.5,5
red,9.3,1.41,0.33,49.17,0.23,166.6,16.0,1.0,2.83,0.72,11.54,5
white,6.7,0.91,0.22,27.53,0.1,45.28,90.41,0.9967,3.2,0.56,10.2,6
red,11.9,0.39,0.47,2.8,0.37,17.0,99.74,0.99,3.49,1.86,10.8,6
red,15.59,0.16,0.16,2.8,0.095,17.0,35.0,0.9994,2.9,0.61,8.19,6
red,8.4,0.37,0.53,2.92,0.39,9.0,200.81,1.01,3.44,1.06,9.1,6
red,5.69,0.56,0.03,1.7,0.58,18.0,35.0,1.03,3.54,1.96,11.08,6
white,10.4,0.33,0.63,34.14,0.084,5.0,103.71,0.9998,2.96,0.74,12.58,7
red,9.0,0.23,0.4,65.48,0.063,49.39,67.0,1.0,3.29,0.6,12.17,5
white,12.61,0.62,0.67,5.2,0.1,46.92,432.69,1.03,2.8,0.98,10.34,8
white,11.34,0.59,0.39,53.43,0.095,5.0,22.0,1.01,3.48,0.47,10.3,5
white,9.2,0.63,0.44,10.57,0.09699999999999999,29.0,128.46,0.9988,3.28,1.6,10.56,5
red,10.4,1.33,0.03,2.8,0.22,33.35,22.0,0.99,3.26,1.66,11.66,7
red,11.6,1.33,0.81,46.26,0.07400000000000001,10.0,172.68,1.02,3.59,0.93,14.14,3
red,11.97,0.43,1.04,11.0,0.083,14.0,34.3,0.9976,3.35,0.43,10.84,6
white,8.3,0.615,0.22,34.47,0.087,231.51,37.99,1.0,3.79,1.19,13.1,5
red,11.0,0.63,0.23,2.55,0.24,107.22,292.21,1.04,3.71,0.61,13.15,5
red,12.29,0.66,1.58,65.69,0.45,269.3,305.87,1.03,3.13,1.55,9.0,5
white,4.88,0.315,0.76,43.8,0.25,5.0,277.4,0.99,3.81,1.77,9.2,6
white,10.0,0.24,0.4,46.26,0.39,16.71,14.41,1.01,3.46,0.91,9.7,5
red,6.1,0.97,0.69,2.0,0.6,21.0,51.0,0.9982,3.37,0.52,8.52,6
white,7.62,1.57,1.04,2.6,0.58,11.6,250.98,1.01,3.98,0.79,13.47,6
red,12.2,0.36,0.69,26.15,0.09,252.14,21.0,1.0,3.17,0.62,9.2,6
red,12.3,0.82,0.02,1.2,0.07,2.66,59.62,0.9952,2.98,0.58,8.5,5
red,6.82,0.32,1.39,27.21,0.26,112.14,47.0,0.9996,3.05,0.61,12.13,5
red,9.6,0.62,0.42,2.4,0.53,105.26,52.0,1.03,2.91,0.71,11.4,6
red,12.5,0.37,0.46,2.6,0.45,267.18,10.66,1.02,3.15,1.83,10.4,6
red,5.36,1.38,1.35,2.1,0.062,5.0,14.0,0.99,3.36,2.0,13.56,5
red,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,1.18,9.34,6
red,6.2,0.68,1.08,22.21,0.03,5.0,345.51,1.02,3.68,0.64,8.1,5
red,5.05,0.27,0.8,4.68,0.21,6.0,303.59,1.0,3.99,0.62,13.07,5
red,4.96,0.24,0.49,43.3,0.3,234.87,20.0,1.02,3.07,1.06,11.0,6
red,7.77,1.12,1.5,54.78,0.22,5.0,28.0,0.99,3.73,0.6,10.82,5
white,14.78,1.11,0.11,2.7,0.02,117.87,20.63,1.0,2.78,0.7,12.57,6
white,10.6,0.98,0.39,39.47,0.069,6.0,23.0,1.02,3.86,0.66,9.2,5
red,9.4,1.29,1.29,2.8,0.52,81.7,361.55,0.9964,2.9,0.35,9.44,8
white,6.65,0.36,0.34,45.85,0.04,229.92,242.02,0.9986,3.41,1.98,10.81,5
red,10.6,0.82,0.88,2.2,0.152,7.0,18.0,0.9986,4.01,1.3,14.47,5
white,11.75,0.16,0.68,39.29,0.61,175.97,122.98,1.02,3.06,1.79,8.17,6
red,14.54,0.67,0.39,1.9,0.054000000000000006,53.14,17.0,1.01,3.17,1.04,9.58,5
red,10.78,0.67,0.39,56.73,0.38,6.0,308.08,0.9976,3.98,0.63,9.64,5
red,10.2,0.75,0.82,28.34,0.053,253.59,316.06,0.9982,3.4,1.24,10.0,6
white,9.84,0.88,1.22,46.7,0.49,35.0,161.39,1.0002,3.32,0.92,10.8,7
red,14.87,0.39,0.33,22.77,0.24,10.0,57.34,1.03,3.7,0.75,14.23,6
red,5.39,0.49,0.27,2.8,0.078,177.85,217.76,0.9984,2.78,1.3,9.04,6
red,9.2,1.27,0.5,56.04,0.055,127.76,146.51,1.0,3.39,0.79,13.3,7
red,8.9,1.32,1.1,45.66,0.052000000000000005,194.73,27.0,1.01,3.3,0.68,13.4,7
red,7.71,0.93,0.31,3.0,0.25,23.0,81.0,1.02,3.48,0.74,11.6,6
red,6.15,0.39,0.23,54.1,0.051,11.18,91.0,0.99,3.44,0.55,12.1,6
red,4.4,0.74,1.11,9.96,0.45,5.0,16.0,1.01,2.74,1.25,9.31,8
white,9.35,0.33,0.25,7.2,0.41,14.0,38.0,0.99,3.16,0.65,9.0,6
white,11.12,0.08,0.48,29.37,0.57,156.99,77.77,0.99,3.92,0.86,8.11,5
red,5.25,0.35,0.53,58.41,0.07,5.0,16.0,0.9972,3.6,0.88,12.65,8
white,14.85,1.28,1.06,3.0,0.31,234.02,81.0,1.0002,3.48,0.74,13.11,6
red,14.79,0.52,1.12,19.93,0.31,112.71,111.25,0.99,3.41,0.27,9.0,6
white,4.35,1.52,0.73,60.2,0.07400000000000001,171.84,277.3,0.9990000000000001,3.51,1.15,10.2,7
white,14.6,0.31,1.41,6.55,0.19,223.19,76.0,1.04,2.88,1.02,8.7,7
red,6.91,0.26,0.86,55.61,0.078,172.57,401.75,1.02,3.36,1.04,13.74,7
white,15.55,1.12,1.65,1.8,0.14,57.39,22.0,0.99,3.21,1.75,13.7,7
white,10.2,0.34,0.24,45.6,0.42,92.14,210.49,0.9968,3.16,0.78,12.5,7
red,14.13,0.24,0.67,38.63,0.18,154.08,152.54,1.01,2.98,1.02,10.8,7
white,14.79,0.67,0.55,2.3,0.29,187.74,43.66,1.0,3.17,1.95,8.6,6
red,8.18,0.44,1.2,13.05,0.09,26.0,162.11,1.0,3.13,1.88,10.2,6
white,8.45,0.29,1.65,27.3,0.084,23.0,380.58,0.9986,3.04,0.95,9.77,7
white,11.47,0.42,0.49,4.6,0.29,19.0,64.34,0.9978,2.76,0.61,13.05,5
red,15.12,0.16,1.64,36.98,0.53,123.49,62.0,1.01,3.18,0.63,10.2,6
red,15.51,0.4,0.34,2.1,0.125,15.0,49.0,0.998,3.75,0.81,9.7,6
red,10.92,1.21,1.14,3.44,0.107,6.0,295.1,1.02,3.09,1.43,9.56,7
red,14.46,1.03,0.64,24.3,0.02,129.3,251.67,1.0,3.48,0.66,11.8,7
red,8.5,0.655,0.49,6.1,0.2,219.58,280.63,1.03,3.31,1.14,14.8,5
red,12.63,0.6,0.49,4.3,0.2,74.97,33.41,1.02,3.58,1.32,13.18,6
red,10.4,0.64,1.55,38.89,0.02,5.0,262.97,0.99,3.16,1.92,8.4,3
red,6.04,0.21,0.69,25.64,0.09,286.28,104.44,0.99,3.84,0.68,11.7,6
red,4.38,0.25,0.5,2.5,0.48,234.49,106.0,0.9966,3.14,0.51,10.4,5
red,6.56,0.25,1.26,5.36,0.27,15.0,230.99,1.04,3.42,1.2,9.0,6
white,14.91,0.41,1.17,62.89,0.08800000000000001,16.0,42.17,1.03,3.48,1.05,9.1,5
red,8.2,0.39,0.49,2.3,0.39,89.09,170.22,1.02,3.38,1.6,9.8,5
red,9.3,0.4,0.49,26.98,0.07,38.0,408.67,1.02,3.22,0.76,14.52,5
red,9.2,0.47,0.49,14.87,0.086,23.0,116.0,1.02,3.23,1.11,9.5,5
white,6.31,1.34,0.31,3.63,0.105,43.41,53.0,1.01,3.24,0.51,12.4,5
red,7.3,0.365,0.49,25.07,0.41,251.71,184.55,0.9966,3.06,0.78,10.91,5
white,7.0,1.35,0.49,2.5,0.57,177.24,85.0,0.9962,3.54,1.51,11.4,6
red,7.16,0.42,0.11,32.71,0.084,32.0,55.0,0.9988,3.93,1.45,10.81,6
red,9.9,0.63,0.24,56.95,0.077,6.0,33.0,1.0,3.34,0.36,9.86,5
red,4.99,0.22,1.0,2.1,0.078,6.79,359.28,1.02,3.31,0.35,8.05,6
red,4.19,0.97,1.45,2.7,0.36,12.0,168.45,1.0004,3.49,0.61,10.3,5
white,11.9,0.38,0.49,2.7,0.32,281.23,19.76,1.01,3.33,0.61,8.78,5
red,10.3,0.22,1.44,48.37,0.13,4.63,33.0,0.9956,2.78,0.66,9.23,6
red,10.0,0.48,1.22,27.55,0.58,13.0,307.6,1.0,3.28,0.4,10.0,6
red,9.1,1.24,0.06,4.44,0.34,1.0,28.0,0.9990000000000001,3.41,0.87,10.3,6
white,9.9,0.63,0.24,8.35,0.077,155.9,33.0,0.9974,2.97,0.57,9.4,5
red,13.07,1.09,0.83,52.14,0.084,5.0,27.05,0.99,3.85,1.39,8.76,6
red,14.23,1.23,0.32,20.24,0.066,5.0,411.35,0.99,3.2,0.66,10.43,7
white,11.2,1.18,0.74,26.78,0.1,246.82,154.89,1.03,3.15,0.98,10.25,5
red,7.82,0.67,1.06,3.3,0.45,129.52,345.78,0.9988,3.26,1.13,10.63,5
red,5.32,0.14,0.49,6.3,0.25,5.0,17.0,1.02,3.21,1.35,10.15,6
red,9.3,1.57,0.24,55.3,0.02,5.0,20.0,1.01,3.79,1.1,11.68,5
white,6.96,1.06,0.24,2.5,0.16,132.91,53.0,1.02,3.74,0.33,9.11,6
red,7.61,0.92,0.94,14.29,0.47,74.45,15.0,1.04,3.82,0.79,11.67,6
red,12.23,0.47,0.52,21.74,0.36,232.88,263.26,0.99,3.08,0.59,9.1,5
red,9.42,1.42,0.24,2.0,0.03,40.86,28.0,1.04,2.95,1.13,11.98,6
red,10.58,1.35,0.49,22.41,0.067,6.0,339.89,0.99,3.93,0.86,14.62,6
red,5.15,1.25,0.49,2.6,0.28,154.75,69.0,1.0,2.97,1.18,10.67,6
white,6.51,0.43,1.42,31.31,0.46,82.97,327.12,1.0,3.62,0.61,9.4,6
white,6.8,1.26,0.01,2.1,0.44,9.0,125.65,1.01,3.04,0.56,13.41,6
red,6.67,0.43,0.88,0.95,0.45,14.0,45.0,0.998,3.21,0.73,9.63,6
red,12.54,0.46,0.24,2.7,0.35,261.44,44.0,1.01,3.12,1.72,14.37,6
white,8.06,1.25,0.82,6.67,0.05,32.0,96.0,0.9934,3.21,0.62,12.8,5
white,15.5,0.43,0.49,4.2,0.04,25.21,23.0,1.03,3.2,1.24,11.1,5
red,3.91,0.645,0.83,4.2,0.1,10.0,375.93,1.01,3.09,0.74,9.91,5
white,10.9,0.53,1.03,30.72,0.27,120.85,399.0,1.0,3.54,1.52,8.45,6
white,15.6,0.56,0.49,48.75,0.47,239.5,23.0,1.01,3.31,0.85,9.34,5
red,6.37,1.58,0.49,48.97,0.52,169.95,269.52,1.03,3.3,1.27,11.7,6
white,13.0,0.24,1.08,4.3,0.085,283.51,14.66,1.04,3.3,0.88,12.59,6
red,12.7,0.6,0.49,2.8,0.6,5.0,19.0,1.01,3.14,1.58,8.35,5
red,9.0,1.51,0.41,6.35,0.47,26.0,335.07,0.9978,3.23,1.55,8.6,5
red,9.0,0.31,0.49,29.91,0.094,36.4,104.52,1.03,3.56,1.06,11.89,5
red,7.6,0.29,0.49,2.7,0.31,25.0,205.11,0.9971,3.22,0.61,8.33,6
red,15.43,0.47,0.21,34.28,0.085,6.0,47.0,1.04,3.58,0.62,14.65,6
red,11.84,0.99,0.49,2.8,0.31,248.87,31.99,0.9994,2.72,1.5,13.39,5
red,11.34,1.2,0.24,57.19,0.45,233.75,119.93,0.9991,3.32,0.6,12.49,6
red,12.78,0.7,0.24,2.5,0.05,5.0,51.43,0.9991,2.92,0.6,11.05,6
red,9.97,1.33,0.81,52.13,0.15,5.0,396.11,0.9990000000000001,3.31,0.79,10.7,6
white,9.99,0.84,0.84,19.59,0.095,167.72,42.0,0.9946,3.18,1.96,11.7,6
red,6.59,0.82,0.09,9.69,0.34,254.2,87.08,1.0,3.73,0.35,11.0,6
white,3.94,0.36,0.24,17.31,0.09,141.84,202.33,1.02,3.82,0.72,9.54,6
white,8.79,1.42,0.65,46.11,0.32,131.96,28.0,0.9978,2.97,0.45,9.63,5
red,6.33,0.59,0.49,64.36,0.13,78.23,47.0,0.9991,3.39,0.56,11.18,4
white,10.6,0.34,0.03,3.2,0.08,63.55,406.98,0.99,3.67,1.21,13.16,6
red,12.3,0.27,0.49,24.18,0.52,28.0,351.15,1.0,3.44,0.8,13.57,6
white,14.96,0.94,0.86,2.3,0.54,223.53,14.0,0.9978,3.34,0.28,13.45,4
red,11.4,0.36,0.95,2.8,0.03,18.0,180.28,1.04,3.3,0.6,13.72,5
red,8.8,0.31,1.6,2.9,0.22,17.0,415.33,1.02,2.99,1.24,10.36,5
red,15.19,0.72,1.09,45.69,0.19,187.35,52.74,0.9976,3.72,1.33,12.04,6
white,5.75,0.5,1.48,47.71,0.28,158.99,14.0,1.0002,3.73,0.44,14.79,5
red,9.06,0.5,0.49,28.9,0.11,140.87,14.0,0.99,3.0,0.44,12.11,5
red,8.73,0.71,1.5,35.51,0.08,142.86,15.0,1.03,3.45,0.81,9.2,5
red,7.11,0.82,0.49,1.9,0.07400000000000001,10.0,422.28,1.0,2.98,0.66,14.24,7
red,11.8,0.33,0.82,42.59,0.09,27.3,367.45,0.99,3.33,0.41,12.81,7
red,3.9,0.92,0.41,2.4,0.28,8.0,308.76,1.0,3.1,1.84,9.6,6
red,4.54,0.31,0.5,40.46,0.094,50.68,47.0,0.99,3.12,1.32,10.6,7
red,7.3,0.53,0.7,58.43,0.10800000000000001,28.43,102.0,0.9967,3.26,0.63,9.3,5
red,8.19,1.19,0.61,54.09,0.06,233.88,181.71,0.99,3.08,1.01,11.9,8
white,15.24,0.48,1.65,57.48,0.51,21.88,92.9,1.03,3.64,0.81,10.16,7
white,13.49,0.44,0.49,37.16,0.084,49.85,143.24,0.9987,2.81,0.63,9.7,5
red,7.48,1.51,1.32,34.82,0.07,23.0,404.88,1.03,2.74,0.5,9.24,6
red,14.19,1.25,0.99,20.38,0.16,21.0,88.28,1.01,3.34,0.57,12.43,5
white,9.9,0.28,0.58,3.75,0.14,186.95,287.0,1.0004,3.29,0.58,13.8,5
white,6.05,1.39,0.95,42.4,0.19,20.0,317.76,1.03,3.93,1.58,10.04,5
red,8.9,0.95,1.1,13.91,0.086,30.0,21.35,1.0,3.27,0.57,12.14,5
red,14.96,0.4,0.45,49.92,0.32,6.0,311.37,0.9994,3.04,0.5,12.24,6
white,14.9,0.98,1.02,1.9,0.1,110.69,18.0,0.998,3.67,1.22,10.0,6
white,4.47,0.585,0.18,2.1,0.23,117.14,19.75,0.99,2.78,0.48,9.8,6
red,9.76,0.34,0.45,7.1,0.3,204.33,240.17,0.99,3.31,1.34,9.36,6
red,8.2,1.39,0.27,2.1,0.57,7.0,23.0,0.9962,3.26,0.46,11.89,4
red,5.95,0.46,1.13,2.2,0.071,77.27,35.0,1.03,3.72,0.56,9.0,6
white,11.23,0.835,1.35,13.86,0.081,183.7,44.89,0.9975,3.3,1.36,12.94,5
white,15.8,0.58,1.06,48.53,0.071,259.13,22.75,1.0006,3.26,0.56,13.56,6
white,8.3,0.97,0.38,1.98,0.096,77.25,63.0,0.99,3.84,1.18,9.1,6
red,6.22,0.48,0.13,17.5,0.27,176.92,24.0,1.0,3.31,0.87,9.2,6
white,10.76,1.48,0.48,65.64,0.53,131.34,296.89,0.9973,3.34,1.28,10.11,7
red,12.34,1.3,0.52,64.72,0.47,64.86,113.89,0.9982,3.31,0.98,13.53,6
red,11.78,0.47,0.37,5.1,0.09,253.05,65.0,1.01,2.9,0.64,13.38,6
red,6.3,0.8,0.19,4.72,0.075,264.4,39.0,0.9956,2.73,0.57,12.7,6
red,8.8,0.42,0.19,2.5,0.02,34.07,177.01,1.02,3.93,0.82,13.82,5
red,14.44,0.2,1.28,27.59,0.21,5.0,46.11,1.03,3.65,0.98,8.16,5
white,7.5,0.64,0.33,5.95,0.25,136.57,224.16,1.03,2.89,0.6,9.4,6
red,8.2,0.39,0.38,35.77,0.057999999999999996,10.0,29.0,1.04,3.26,0.74,10.42,5
red,4.2,0.87,0.89,2.2,0.07,10.0,103.0,1.02,2.87,1.71,13.51,6
red,13.98,1.46,0.5,2.3,0.55,28.0,204.14,1.02,2.94,1.5,14.87,5
white,10.78,0.6,0.88,2.3,0.58,28.0,71.0,0.9997,2.91,0.57,9.96,5
red,13.48,0.31,1.36,2.2,0.079,14.0,28.0,0.99,3.68,0.93,10.74,6
red,11.4,0.24,1.0,7.71,0.38,4.0,205.98,1.02,3.83,0.7,12.59,5
red,9.11,0.37,0.22,36.4,0.58,6.0,289.88,0.9988,3.98,0.7,13.59,5
red,12.68,0.54,0.24,54.32,0.076,269.07,112.0,1.0,3.27,0.67,9.4,5
red,12.43,0.95,0.74,3.4,0.36,10.23,265.87,1.0,3.96,0.62,13.99,5
red,10.64,0.58,0.97,1.9,0.08,134.77,202.38,0.9974,3.13,1.22,9.28,5
white,7.9,1.05,1.43,2.9,0.077,212.17,392.15,1.04,3.37,0.31,9.76,6
red,6.8,0.69,0.49,5.6,0.124,109.77,58.0,0.9997,3.46,0.72,10.2,5
red,6.8,0.69,1.42,5.6,0.124,137.5,70.61,1.02,3.1,0.72,9.06,5
red,8.8,0.54,0.47,40.48,0.16,5.0,15.0,1.01,3.03,0.4,9.1,5
red,8.8,0.37,0.73,2.77,0.56,5.0,15.0,1.04,3.74,0.46,10.22,5
red,15.12,1.28,1.53,34.28,0.48,7.0,298.19,1.03,3.89,0.6,9.3,6
red,7.6,0.76,1.51,5.06,0.111,20.0,401.31,1.01,3.8,0.61,8.0,5
red,12.93,0.62,0.26,64.5,0.41,238.69,339.7,1.0,3.86,0.6,9.3,6
red,10.4,0.28,1.35,2.7,0.105,223.15,19.0,0.99,3.25,0.86,9.5,5
red,7.6,0.41,0.0,3.0,0.58,21.0,221.77,0.9964,3.07,0.57,14.64,6
red,5.07,1.25,0.22,60.34,0.105,278.85,384.02,1.0,3.43,0.31,14.24,4
red,11.33,0.54,0.21,1.9,0.073,46.0,102.0,1.0,3.27,0.58,9.5,5
red,6.31,1.04,0.48,1.4,0.065,24.9,189.56,0.99,4.0,0.55,9.7,5
red,10.69,1.14,0.28,49.23,0.086,120.48,253.18,0.9979,3.86,1.95,10.96,5
white,13.58,1.02,0.27,37.23,0.084,31.0,355.29,0.99,3.24,0.99,9.4,5
white,6.22,1.19,0.12,2.2,0.27,7.0,231.11,0.9964,3.35,0.65,12.12,7
red,8.9,0.1,0.35,28.98,0.067,186.53,102.34,1.0,3.12,1.94,14.31,6
red,12.41,0.88,1.1,38.44,0.03,16.0,416.94,1.02,3.29,1.75,8.13,5
red,7.93,0.59,0.1,5.18,0.61,21.0,206.9,0.9992,3.46,0.63,9.5,5
white,6.21,0.33,0.34,17.52,0.071,16.0,34.51,1.02,3.64,1.6,9.4,5
white,14.7,0.73,0.08,41.63,0.22,271.04,68.0,1.01,3.46,0.64,13.16,5
red,9.9,1.24,0.99,14.46,0.18,16.0,40.0,1.01,4.0,0.62,9.4,5
white,11.03,1.04,1.46,49.25,0.51,56.86,11.0,0.9984,4.0,0.46,10.1,7
white,14.37,0.67,0.05,3.6,0.107,93.29,51.94,1.02,2.93,0.93,10.1,5
red,8.3,1.31,1.26,51.11,0.07,5.0,14.0,0.9967,3.92,0.23,13.57,4
red,8.7,0.48,0.81,42.17,0.066,95.86,28.0,1.02,3.33,0.67,10.09,7
red,11.3,0.42,0.27,20.16,0.59,267.27,213.74,0.99,3.16,1.43,11.3,6
white,10.7,0.43,0.73,10.04,0.106,8.0,32.0,1.01,2.89,1.1,10.6,5
red,9.8,0.88,0.25,2.5,0.4,129.76,155.0,0.99,3.41,0.67,11.2,5
