Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.11,0.49,0.14,1.194,0.4445,0.56,0.375,15
F,0.55,0.17,0.125,0.46,0.33,0.63,0.72,9
M,0.27,0.475,0.01,1.93,0.4365,0.44,0.97,13
F,0.64,0.41,0.115,0.6765,0.29,0.72,0.93,9
M,0.64,0.54,0.88,1.571,0.627,0.271,0.475,18
M,0.605,0.47,0.3,1.153,0.8,0.57,0.295,15
M,0.8,0.37,0.59,1.114,0.3925,0.29100000000000004,0.31,15
M,0.43,0.45,0.9,1.7,0.3595,0.58,0.35,10
F,0.48,0.465,0.04,0.872,0.3245,0.74,0.285,14
M,0.525,0.26,1.08,0.04,0.316,0.1455,0.28,13
F,0.31,0.405,0.84,2.62,0.0,0.1235,0.18,11
M,0.23,0.265,0.07,2.78,1.18,0.0575,0.065,6
M,0.45,0.14,0.18,0.95,0.39,0.0765,0.145,9
F,0.51,0.2,1.05,0.61,1.07,0.131,0.14,11
F,0.31,0.14,0.34,1.95,0.22899999999999998,0.1355,0.165,12
F,0.27,0.57,0.135,2.56,0.29100000000000004,0.42,0.195,15
F,0.38,0.3,0.1,0.2505,0.106,0.24,0.0775,8
I,0.27,0.195,0.07,0.102,0.76,0.0135,0.08,8
F,0.7,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,7
M,0.29,0.385,0.18,1.97,0.2245,0.11,0.78,11
F,0.645,0.505,0.82,1.307,0.4335,0.262,0.53,10
F,0.565,0.44,0.115,1.39,1.42,0.1785,0.49,11
F,0.67,0.545,0.72,2.72,1.48,0.387,0.575,13
F,0.68,0.415,0.15,0.8805,0.3645,0.23399999999999999,0.07,11
M,0.51,0.26,0.5,0.4965,0.237,0.127,0.13,6
F,0.51,0.17,1.06,0.94,1.14,0.145,0.31,8
M,0.72,0.575,0.23,1.59,0.66,0.3985,0.07,16
M,0.45,0.45,0.15,0.9235,0.41200000000000003,0.2135,0.0,7
I,0.2,0.145,0.025,1.88,0.011000000000000001,0.43,0.01,5
M,0.65,0.515,0.18,1.3315,0.58,0.41,0.405,13
F,0.525,0.405,0.15,1.71,0.3105,0.68,0.2,14
M,0.565,0.435,0.185,1.032,1.43,0.2045,0.31,20
F,0.61,0.38,0.39,1.0170000000000001,0.08,0.2255,0.08,12
F,0.545,0.405,0.07,0.48,0.34,0.49,0.38,18
I,0.325,0.245,1.06,0.1495,0.75,0.033,0.65,5
F,0.31,0.55,0.83,0.84,0.055999999999999994,0.0315,0.05,7
F,0.46,0.58,0.14,0.478,1.28,0.11,0.16,11
F,0.49,0.38,0.155,0.578,0.2395,0.35,0.33,9
F,0.59,0.41,0.16,0.6835,0.88,0.145,0.75,10
F,0.385,0.3,0.54,0.2725,0.1115,0.057,0.82,6
F,0.62,0.37,0.68,1.511,0.5095,0.69,0.51,17
M,0.635,0.37,1.06,1.3035,0.501,0.295,0.28,17
M,0.665,0.53,0.185,1.9,1.22,0.33,0.12,15
F,0.31,0.265,0.095,0.1975,0.0795,0.74,0.07,9
M,0.295,0.23,0.31,0.11599999999999999,1.46,0.0295,0.54,8
I,0.48,0.38,0.28,0.523,0.54,0.1045,0.175,15
I,0.32,0.25,0.08,0.68,0.057,0.034,0.06,9
I,0.43,0.64,0.05,0.384,0.1375,0.061,0.146,14
M,0.565,0.45,0.75,1.0055,0.3785,0.244,0.265,12
F,0.72,0.48,0.32,1.1345,1.14,0.27,0.335,10
F,0.8,0.26,0.32,0.68,0.3745,0.326,0.325,14
F,0.73,0.42,0.14,0.868,0.33,0.09,0.21,13
I,0.7,0.21,0.16,1.87,0.452,0.42,0.13,14
F,0.62,0.34,0.18,1.271,0.34,0.02,0.37,11
M,0.63,0.51,0.19,1.4985,1.18,0.3075,0.545,16
F,0.425,0.5,0.12,0.38799999999999996,1.24,0.087,0.125,10
F,0.64,0.06,0.73,1.02,0.22,0.3105,0.48,14
M,0.675,0.525,1.01,0.95,0.483,0.3205,0.465,16
M,0.5,0.53,0.17,0.6025,0.63,0.138,0.21,11
M,0.385,0.57,0.63,0.2775,0.109,0.0515,0.11,9
I,0.52,0.435,0.195,0.973,0.08,0.2135,0.45,18
M,0.52,0.19,0.86,0.753,0.258,0.4,0.255,8
M,0.09,0.32,0.2,2.52,1.43,0.3075,0.47,16
M,0.44,0.33,0.12,1.3,0.18,0.67,0.115,9
F,0.2,0.32,0.13,0.4135,1.22,0.22,0.11900000000000001,10
M,0.81,0.35,0.135,0.51,0.41,0.13699999999999998,0.145,13
I,0.42,0.14,0.69,0.3915,0.1575,0.5,0.71,9
I,0.73,0.53,0.19,1.2765,1.28,0.44,0.4,12
M,0.57,0.455,0.63,2.08,0.387,0.2385,0.275,11
M,0.41,0.325,0.85,1.71,0.52,0.081,0.25,12
M,0.485,0.32,0.15,1.39,0.2405,0.75,0.66,13
F,0.61,0.63,0.19,1.2955,1.32,0.3225,0.365,12
M,0.59,0.485,0.205,1.2315,0.4525,0.23800000000000002,0.42,13
M,0.665,0.535,0.155,1.3,0.71,0.2565,0.52,14
F,0.345,0.285,0.31,0.2225,0.46,0.057999999999999996,0.58,8
F,0.635,0.51,0.155,1.156,1.1,0.48,0.315,18
M,0.19,0.53,0.9,1.4769999999999999,0.6375,0.73,0.43,14
M,0.34,0.63,0.185,1.5715,0.6935,0.66,0.15,15
M,0.555,0.435,0.135,0.858,0.377,0.35,0.48,15
M,0.65,0.525,0.19,1.72,0.76,0.43,0.395,14
M,0.635,0.43,0.19,1.15,0.5825,0.303,0.42,15
F,0.75,0.51,0.23,1.092,0.396,0.06,0.74,14
F,0.69,0.555,0.205,2.07,0.7785,0.4395,0.515,19
F,0.28,0.55,0.07,1.6365,0.6940000000000001,0.21,0.77,13
M,0.19,0.5,0.16,0.9059999999999999,0.342,0.21899999999999997,0.64,13
M,0.75,0.495,0.22,1.213,0.46399999999999997,0.306,0.365,15
F,0.595,0.2,0.165,1.06,1.35,0.54,0.48,11
I,0.77,0.39,1.08,0.161,1.02,0.039,0.05,6
F,0.435,0.31,0.125,0.45899999999999996,0.19699999999999998,0.65,0.05,9
I,0.455,0.375,0.28,0.5329999999999999,0.21,0.34,0.185,8
I,0.65,0.45,0.84,0.6175,0.72,0.142,0.74,12
I,0.66,0.24,0.105,0.0,0.1705,0.0855,0.11,6
M,0.435,0.35,0.105,1.3,0.19399999999999998,0.67,0.13,7
M,0.3,0.5,0.04,0.15,0.73,0.08,0.045,5
F,0.17,0.48,0.15,2.45,0.375,0.55,0.36,12
M,0.36,0.385,0.99,2.63,0.3185,0.15,0.54,9
M,0.16,0.12,0.7,1.63,1.34,0.102,0.165,7
M,0.64,0.48,0.01,1.4435,0.98,0.3035,0.39,18
F,0.19,0.21,0.125,0.8775,0.69,0.2145,0.29,13
I,0.645,0.65,0.19,1.94,0.2,0.28800000000000003,0.37,12
F,0.42,0.24,0.4,1.2515,0.07,0.31,0.55,14
I,0.565,0.62,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,17
F,0.11,0.5,0.39,1.1705,0.5405,0.18,0.93,12
M,0.64,0.36,0.135,0.528,0.2,0.1395,0.12,14
F,0.495,0.1,0.05,0.6625,0.3005,0.1635,0.185,11
F,0.4,0.07,0.115,1.72,0.2105,0.1205,0.97,10
I,0.32,0.31,0.13,0.44,0.69,0.66,0.115,11
F,0.75,0.465,0.145,1.107,1.34,0.2415,0.31,12
F,0.625,0.39,0.78,0.8595,0.3195,0.1775,0.76,13
I,0.52,0.425,0.63,0.7735,1.4,0.21,0.46,17
M,0.465,0.33,0.1,0.4365,0.16899999999999998,0.1075,0.22,11
F,0.43,0.15,0.47,0.501,0.192,0.1175,0.84,13
F,0.17,0.46,0.04,0.6735,0.15,0.73,0.42,18
F,0.46,0.355,0.11,1.63,0.215,0.08199999999999999,0.13,12
M,0.59,0.385,0.125,0.4775,0.2,0.2,0.17,12
F,0.465,0.39,0.53,0.5555,0.82,0.1075,0.19,15
M,0.525,0.24,0.1,0.6445,1.35,0.1575,0.22,12
F,0.63,0.53,0.19,1.4280000000000002,0.493,0.62,0.565,18
M,0.69,0.54,0.49,0.18,0.73,0.353,0.1,24
M,0.55,0.45,0.17,2.71,0.317,0.33,0.22,11
F,0.6,0.53,0.165,1.0385,0.414,0.16,0.305,13
M,0.59,0.475,0.99,0.89,0.371,0.55,0.28,11
M,0.565,0.44,0.155,0.868,0.348,0.67,0.26,11
F,0.665,0.57,0.185,1.5219999999999998,1.16,0.3025,0.405,13
F,0.52,0.51,0.175,1.28,0.83,0.22699999999999998,0.315,14
M,0.55,0.46,0.13,0.7085,1.34,0.45,0.12,12
F,0.34,0.475,0.145,1.0185,0.4695,0.14,0.49,15
M,0.535,0.42,0.16,1.78,1.06,0.16399999999999998,0.51,15
I,0.51,0.51,0.06,2.1,0.262,0.122,0.193,12
M,0.53,0.17,0.84,0.53,0.9,0.17,0.6,9
F,0.495,0.49,0.15,0.597,0.2615,0.135,0.58,11
M,0.67,0.32,0.185,1.27,0.5525,0.15,0.62,13
F,0.38,0.27,1.09,1.22,1.24,0.3,0.345,14
M,0.59,0.15,0.12,0.7485,0.3345,0.1315,0.92,14
F,0.605,0.44,0.88,1.0735,0.43700000000000006,0.56,0.47,14
M,0.45,0.5,0.19,1.229,0.95,0.54,0.58,17
I,0.62,0.27,0.13,1.146,0.47700000000000004,0.75,0.39,13
F,0.605,0.6,0.175,1.145,1.05,0.28,0.23,16
M,0.615,0.09,0.1,1.1055,0.4445,0.22699999999999998,0.09,16
F,0.66,0.525,0.19,1.67,0.6525,0.51,0.72,11
M,0.3,0.575,0.05,0.48,0.6465,0.3705,0.16,15
F,0.565,0.39,0.78,0.9285,0.302,0.1805,0.265,12
I,0.57,0.435,0.14,0.8085,0.55,0.183,0.22,16
I,0.6,0.445,0.48,1.38,1.32,0.21600000000000003,0.355,16
I,0.41,0.63,0.115,0.2595,0.09699999999999999,0.0515,0.4,10
F,0.45,0.325,0.37,0.43799999999999994,0.61,0.1165,0.11,9
M,0.49,0.33,0.08,0.75,1.34,0.23,0.03,5
I,0.485,0.39,0.31,2.78,0.21,0.122,0.3,9
F,0.62,0.56,0.165,1.166,0.483,0.23800000000000002,0.355,13
F,0.71,0.38,0.43,0.507,0.1915,0.1365,0.41,12
F,0.505,0.41,0.15,0.6345,0.243,0.37,0.215,17
M,0.64,0.31,0.56,0.314,0.138,0.44,0.1,11
M,0.45,0.355,0.115,1.02,0.87,0.22,0.81,11
M,0.44,0.42,0.01,0.63,0.0745,0.040999999999999995,0.75,9
M,0.37,0.16,0.4,0.451,0.171,0.0705,0.184,16
M,0.68,0.2,0.065,0.084,0.034,0.0105,0.03,7
M,0.81,0.51,0.45,0.54,0.0095,0.24,0.008,4
M,0.705,0.555,0.15,2.54,1.13,0.64,0.15,19
F,0.535,0.11,0.155,2.59,1.39,0.1565,0.34,16
I,0.49,0.385,0.14,0.5425,0.198,0.127,0.75,11
I,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
F,0.395,0.12,0.105,1.63,0.23,0.0755,0.098,12
I,0.375,0.61,0.1,1.58,0.1165,0.0585,0.39,12
M,0.345,0.265,0.59,1.91,0.0615,0.15,0.0485,10
I,0.55,0.09,0.135,0.31,0.5,0.2015,0.48,12
M,0.33,0.48,0.2,2.22,0.6255,0.2595,0.76,16
M,0.59,0.475,0.08,0.77,0.3775,0.18,0.14,13
F,0.1,0.435,0.15,0.6855,0.1,0.27,0.225,10
M,0.72,0.58,0.57,2.1,0.146,0.0555,0.4,10
F,0.51,0.13,0.52,0.7005,1.2,0.165,0.2,11
I,0.1,0.25,0.18,0.4895,0.65,0.0875,0.2,13
I,0.47,0.36,0.52,0.45,0.01,0.01,0.42,12
I,0.39,0.3,0.84,0.7,0.23,0.038,0.02,8
F,0.37,0.325,0.75,0.382,0.1465,0.16,0.14,12
F,0.46,0.55,0.125,0.4435,0.32,0.09,0.145,11
F,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
F,0.685,0.53,0.58,1.71,0.92,0.309,0.89,16
F,0.585,0.42,0.185,2.71,0.3465,0.6,0.275,12
I,0.54,0.49,0.145,0.97,0.65,0.46,0.264,17
M,0.18,0.39,0.94,0.59,0.215,0.29,0.29,12
M,0.63,0.26,0.095,2.26,0.1315,0.085,0.33,14
I,0.455,0.365,0.84,2.24,1.24,0.56,0.1345,13
F,0.39,0.63,0.24,0.515,0.175,0.098,0.212,13
M,0.37,0.43,0.84,1.96,0.63,0.63,0.23,12
I,0.47,0.4,0.67,0.51,1.21,0.073,0.198,14
M,0.415,0.27,0.1,1.02,0.1215,0.0575,0.10400000000000001,11
I,0.36,0.12,0.115,0.84,0.3265,0.1615,0.76,13
I,0.39,0.375,0.105,0.46799999999999997,1.13,0.10800000000000001,0.17,10
I,0.75,0.345,0.51,0.82,0.1365,0.0645,0.18,11
M,0.51,0.56,0.13,2.59,0.22399999999999998,0.7,0.185,13
F,0.31,0.45,0.145,2.44,0.3535,0.1685,0.205,15
I,0.475,0.42,0.36,0.4545,0.41,0.11800000000000001,0.158,8
F,0.455,0.36,0.11,1.76,0.16,0.53,0.9,10
I,0.46,0.63,0.11,0.56,0.1685,0.1,0.68,10
I,0.66,0.3,0.1,1.75,0.1385,0.0735,0.085,6
I,0.19,0.285,0.1,1.87,0.07,0.21,0.07,8
M,0.285,0.6,0.075,1.96,1.38,0.18,0.66,5
I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
F,0.79,0.44,0.175,1.073,0.4005,0.41,0.335,19
M,0.81,0.315,0.095,0.306,0.121,0.38,0.09,9
M,0.41,0.3,0.1,1.8,0.124,0.11,0.09,9
I,0.54,0.405,0.03,0.73,0.08,0.2075,0.19,10
M,0.33,0.08,0.085,0.171,1.04,0.0365,0.46,11
I,0.44,0.5,0.69,0.3625,0.89,0.52,0.12,11
I,0.28,0.21,0.065,1.94,0.035,0.56,0.03,5
M,0.59,0.465,0.195,1.0885,0.3685,0.37,0.72,17
I,0.61,0.48,0.165,1.097,0.4215,0.48,0.28,13
I,0.61,0.51,0.17,1.27,1.39,0.257,0.08,17
F,0.31,0.345,0.125,1.16,0.16899999999999998,0.1065,0.69,12
M,0.33,0.31,0.34,0.163,0.0615,0.62,0.055,10
I,0.39,0.21,0.1,0.25,0.17,0.0905,0.195,16
M,0.59,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.09,19
F,0.41,0.375,1.12,2.29,1.23,0.1715,0.155,10
F,0.81,0.33,0.15,0.89,0.2085,0.64,0.27,10
I,0.76,0.235,0.09,1.09,0.048,0.14,0.47,6
I,0.62,0.19,0.02,0.0815,1.02,0.49,0.73,5
M,0.335,0.255,0.02,0.95,0.0615,0.0345,0.057,8
I,0.16,0.21,0.65,2.06,0.66,0.026000000000000002,0.031,8
I,0.08,0.31,0.09,0.0265,0.009000000000000001,0.23,0.22,5
M,0.34,0.435,0.9,0.9955,0.3245,0.2665,0.54,19
F,0.34,0.4,0.12,0.89,0.2605,0.59,0.95,15
M,0.5,0.375,0.21,1.58,0.3055,0.08,0.22,14
F,0.09,0.16,0.66,0.1485,0.0585,0.0335,0.37,7
F,0.29,0.11,0.5,2.28,0.19399999999999998,0.11,0.65,13
M,0.515,0.4,0.125,1.36,0.341,0.49,0.26,13
I,0.08,0.18,1.02,0.873,0.3035,0.15,0.31,18
F,0.74,0.19,0.44,1.65,0.27,0.1,0.335,13
F,0.565,0.35,0.15,1.61,0.377,0.3525,0.33,16
M,0.56,0.34,0.26,2.53,0.5035,0.2785,0.26,10
M,0.68,0.42,0.125,0.9745,1.21,0.174,0.06,13
F,0.6,0.22,1.05,1.4605,0.09,0.3155,0.41,19
M,0.59,0.24,0.13,1.0105,1.17,0.18,0.32,10
M,0.42,0.25,0.36,0.37,0.41200000000000003,0.253,0.16,13
F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.14,13
M,0.605,0.14,0.16,1.05,0.79,0.332,0.34,18
F,0.71,0.42,0.79,0.5589999999999999,0.1955,0.1215,0.76,12
M,0.365,0.285,0.56,1.62,0.0855,0.32,0.07,9
F,0.38,0.09,0.73,2.29,0.19,0.1025,0.45,8
M,0.53,0.52,0.98,2.7,0.41,0.2165,0.19,10
M,0.48,0.395,0.56,0.6815,1.23,0.24,0.99,18
I,0.38,0.4,0.15,0.5795,0.1685,0.125,0.215,13
I,0.35,0.08,0.03,1.39,0.066,0.1,0.075,9
I,0.37,0.43,1.02,0.22399999999999998,0.64,0.74,0.11,8
F,0.34,0.25,0.075,1.99,1.2,0.0405,0.05,7
I,0.35,0.26,0.075,0.196,0.08199999999999999,0.43,0.064,8
I,0.47,0.265,0.08,0.192,1.19,0.26,0.053,6
I,0.11,0.5,0.09,0.3095,0.147,0.05,0.09,7
I,0.24,0.31,0.18,0.61,1.08,0.32,0.01,7
M,0.34,0.29,0.105,0.3595,0.16699999999999998,0.66,0.0915,6
M,0.36,0.6,0.1,0.3855,0.192,0.0745,0.68,7
F,0.48,0.355,0.115,0.5785,0.65,0.41,0.13,8
M,0.74,0.32,0.12,0.674,0.3325,0.1235,0.6,9
M,0.49,0.24,0.9,1.22,0.249,0.55,0.14800000000000002,7
M,0.62,0.22,0.16,1.0315,0.43200000000000005,0.15,0.21,9
M,0.56,0.26,0.14,0.9,1.02,0.182,0.71,7
M,0.54,0.26,0.15,0.28,0.491,0.57,0.74,9
I,0.58,0.21,0.5,1.2495,0.4945,0.28,0.371,8
M,0.26,0.54,0.135,1.1685,0.539,0.66,0.41,8
F,0.595,0.29,0.165,1.148,0.444,0.214,0.37,10
M,0.36,0.475,1.08,1.089,0.5195,0.45,0.292,11
F,0.61,0.63,0.31,1.0325,0.49700000000000005,0.74,0.94,9
I,0.63,0.25,0.15,1.172,1.15,0.03,1.0,11
M,0.64,0.28,0.54,1.3715,1.1,0.307,0.409,10
I,0.79,0.545,0.185,1.06,0.6565,0.341,0.84,10
I,0.23,0.55,0.2,1.9045,0.882,0.44,0.5,13
M,0.6,0.605,0.64,0.1,1.1455,0.575,0.5235,13
I,0.25,0.18,0.36,0.0805,0.0345,0.0185,1.0,4
I,0.62,0.21,0.54,0.111,0.0425,0.0285,0.03,6
I,0.325,0.24,0.075,1.34,0.065,0.0305,0.045,6
I,0.1,0.23,0.84,0.19899999999999998,0.073,0.049,0.76,5
I,0.36,0.27,0.53,0.21899999999999997,1.21,0.47,0.5,6
I,0.365,0.62,0.87,0.2155,0.37,0.04,0.25,6
I,0.45,0.33,0.88,1.88,0.1255,0.0645,0.0645,6
I,0.375,0.285,0.0,0.257,0.1045,0.64,0.075,7
I,0.62,0.275,0.9,0.2505,0.0945,0.0655,0.075,6
I,0.6,0.34,0.09,0.27899999999999997,0.134,0.049,0.075,8
I,0.43,0.59,0.105,0.3,0.49,0.04,0.09,6
M,0.44,0.24,0.125,0.02,0.21,0.0955,0.131,8
F,0.13,0.22,0.1,0.25,0.23399999999999999,0.11,0.14,7
M,0.68,0.355,0.31,0.4705,0.1955,0.19,0.126,7
M,0.48,0.37,0.13,1.93,1.12,0.68,0.9,8
I,0.53,0.37,0.1,0.513,1.27,0.1075,0.4,7
I,0.49,0.4,0.4,0.569,0.256,0.1325,0.97,9
F,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
F,0.71,0.36,0.86,0.596,0.3015,0.28,0.65,8
F,0.78,0.06,0.12,0.5725,0.2555,0.1325,0.94,8
M,0.52,0.39,0.21,0.6435,0.2885,0.36,0.36,7
M,0.52,0.395,0.73,0.8115,0.4035,0.04,0.2,7
I,0.55,0.22,0.54,0.7115,0.3205,0.159,0.1915,7
M,0.09,0.39,1.0,0.38,0.3645,0.195,0.78,8
F,0.555,0.44,1.11,0.8815,0.43,0.06,0.16,8
F,0.555,0.42,0.11,2.33,0.4445,0.2,0.225,8
F,0.575,0.46,1.01,2.67,0.4985,0.49,0.2815,8
M,0.7,0.475,0.155,1.1385,0.502,0.72,0.31,9
I,0.21,0.07,0.16,1.2,0.45,0.23800000000000002,0.315,12
F,0.73,0.28,0.72,1.2635,0.53,0.315,0.3455,10
F,0.61,0.47,0.33,1.22,1.11,0.23600000000000002,0.29,8
M,0.615,0.63,0.19,1.53,0.6715,0.2925,0.3,8
M,0.62,0.14,0.92,2.68,0.5235,0.42,0.2825,9
F,0.32,0.56,0.12,1.76,0.4495,0.57,0.345,11
F,0.35,0.47,0.17,1.255,1.41,0.2415,0.405,10
M,0.37,0.485,0.17,1.41,0.96,0.55,0.46,11
M,0.635,0.56,0.16,0.55,0.583,0.02,0.21,10
I,0.64,0.48,0.56,2.04,0.5,0.25,0.88,9
M,0.64,0.2,0.17,1.4545,0.76,0.69,0.354,9
M,0.66,0.525,0.18,2.08,0.5815,0.381,0.37200000000000005,10
F,0.665,0.59,0.63,0.57,0.7295,0.40700000000000003,0.4265,11
F,0.715,0.585,0.03,1.93,1.32,0.4095,0.565,10
M,0.24,0.31,0.59,1.787,0.718,0.385,0.529,11
M,0.54,0.58,0.185,1.29,0.8045,0.3595,0.4375,9
I,0.79,0.16,0.05,0.021,0.25,0.0045,0.013999999999999999,3
I,0.29,0.15,0.055,2.45,0.03,0.13,0.98,4
I,0.355,0.15,0.085,1.38,1.33,0.0525,0.06,6
I,0.26,0.315,0.085,2.73,0.11599999999999999,0.07,0.0765,6
I,0.4,0.29,0.1,1.32,0.10400000000000001,0.48,0.0815,7
M,0.4,0.6,0.11,0.44,0.66,0.41,0.075,6
M,0.435,0.27,0.11,0.41100000000000003,0.2025,0.68,0.99,7
I,0.44,0.53,0.17,0.38,0.19699999999999998,0.079,0.09,7
F,0.45,0.63,0.105,2.74,0.47,0.0925,0.12,8
F,0.465,0.345,0.105,0.4015,0.242,0.0345,0.76,6
M,0.47,0.355,0.145,2.41,0.156,0.59,0.12300000000000001,7
I,0.47,0.355,0.51,0.4155,0.16,0.084,0.139,7
I,0.51,0.42,0.16,0.94,1.37,0.11,0.1845,8
I,0.485,0.37,0.34,0.637,0.38,0.1335,0.128,7
F,0.68,0.15,0.19,0.4,0.61,0.239,0.65,8
I,0.51,0.19,0.86,0.599,0.3065,0.1155,0.1485,8
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.65,8
F,0.53,0.21,0.14,0.627,0.2905,0.1165,0.183,8
I,0.12,0.48,0.43,0.7465,0.348,0.44,0.08,10
F,0.55,0.44,0.54,0.985,0.4645,0.201,0.27,8
I,0.555,0.15,0.145,2.66,0.4165,0.1685,0.23,8
M,0.555,0.29,0.41,0.79,0.4155,0.146,0.64,8
F,0.555,0.43,0.85,0.812,0.4055,0.163,0.04,9
M,0.73,0.415,0.13,0.7615,0.29,0.17,0.51,8
M,0.575,0.44,0.145,0.5,0.24,0.2195,0.2,8
I,0.72,0.45,0.81,0.9835,0.4845,0.41,0.22,9
F,0.59,0.46,0.145,0.9,0.91,0.24,0.255,10
F,0.595,0.47,0.14,1.0155,0.491,0.29,0.29,9
F,0.6,0.33,0.145,0.9390000000000001,0.4475,0.196,0.268,8
M,0.34,0.475,0.09,1.1640000000000001,0.5045,0.46,0.14,12
M,0.61,0.47,0.175,1.84,0.5315,0.37,0.31,10
F,0.68,0.35,0.94,0.29,0.4695,0.257,0.7,11
F,0.62,0.51,0.18,1.2329999999999999,0.25,0.56,0.322,10
M,0.31,0.495,0.18,0.17,1.19,0.254,1.0,10
M,0.7,0.49,0.94,0.52,0.605,0.38,0.271,9
F,0.29,0.5,0.165,1.1635,0.33,0.239,0.32,11
F,0.36,0.08,0.7,1.1545,1.14,0.341,0.28800000000000003,9
I,0.54,0.08,0.175,2.48,0.667,0.11,0.14,10
M,0.12,0.4,0.18,1.469,0.7115,0.3335,0.38,9
M,0.655,0.52,0.18,1.492,1.24,0.73,0.13,11
F,0.655,0.37,0.3,0.72,0.7285,0.402,0.385,11
M,0.32,0.11,0.175,2.76,1.48,0.2805,0.4085,9
M,0.67,0.59,0.99,1.26,0.13,0.05,0.43,10
F,0.69,0.525,0.19,0.5,0.6425,0.3905,0.42,12
I,0.7,0.575,0.2,1.7365,0.17,0.3965,0.461,11
F,0.49,0.56,1.09,1.6605,0.8,0.3275,0.77,11
I,0.71,0.65,0.78,1.348,0.83,0.4435,0.4535,11
M,0.59,0.47,0.44,0.99,0.871,0.42,0.12,10
F,0.81,0.32,0.185,1.7185,0.7925,0.06,0.46799999999999997,11
M,0.215,0.15,0.8,1.53,0.71,0.7,0.0125,3
I,0.24,0.185,0.06,0.38,0.49,0.0005,0.09,4
M,0.26,0.22,0.07,1.33,0.0415,0.019,0.0,4
I,0.38,0.09,0.62,2.74,0.0615,0.18,1.0,6
F,0.33,0.27,0.84,0.1695,0.079,0.16,0.0505,6
I,0.335,0.26,0.94,2.7,0.09699999999999999,0.37,0.58,6
I,0.78,0.26,0.09,0.11,0.07200000000000001,0.63,0.26,7
M,0.81,0.58,0.085,1.56,0.0775,0.034,0.055999999999999994,6
F,0.79,0.31,0.21,0.5,0.0785,0.1,0.054000000000000006,6
I,0.19,0.265,0.09,0.2055,0.096,0.037000000000000005,0.0585,7
I,0.58,0.275,0.16,0.2345,1.36,0.06,0.0625,7
I,0.38,0.57,0.09,0.2305,0.84,0.67,0.52,7
I,0.69,0.31,1.03,0.53,0.1545,0.27,0.21,6
I,0.4,0.35,0.09,0.97,0.0,0.35,0.39,6
I,0.66,0.265,0.1,0.2775,0.58,0.0605,0.13,9
M,0.69,0.55,0.11,0.405,0.1695,0.6,0.05,8
I,0.43,0.325,0.25,1.99,0.11900000000000001,0.08,0.05,6
I,0.435,0.335,0.11,0.4385,1.04,0.0715,0.51,7
I,0.29,0.34,0.81,1.3,0.74,0.081,0.125,8
M,0.445,0.38,0.095,0.3615,0.1415,0.0785,0.12,8
I,0.12,0.62,0.82,0.514,0.253,0.1045,0.53,8
F,0.455,0.42,0.11,2.68,0.195,0.09,0.77,8
I,0.36,0.34,0.09,1.89,0.67,0.068,0.24,8
I,0.475,0.19,0.27,0.4865,0.64,0.1105,0.142,9
I,0.475,0.35,0.135,0.4355,0.196,0.07,0.125,8
I,0.28,0.28,0.115,2.6,0.2375,0.099,0.14,7
I,0.8,0.07,0.96,0.98,0.2385,0.0835,0.15,9
M,0.44,0.57,0.12,0.82,0.28,0.11,0.24,7
I,0.5,0.6,0.03,0.528,1.4,0.10300000000000001,0.21,9
I,0.79,0.06,0.49,2.0,0.2575,0.11900000000000001,0.29,8
I,0.515,0.24,0.135,0.636,0.05,0.64,0.1855,9
I,0.64,0.06,0.02,0.5670000000000001,0.14,0.1075,0.16,8
I,0.53,0.39,0.39,0.6615,0.64,0.1395,0.06,9
I,0.21,0.42,0.13,0.6579999999999999,0.59,0.1245,0.67,8
F,0.57,0.415,0.62,0.78,0.3165,0.16899999999999998,0.2365,8
I,0.535,0.34,0.35,0.6075,0.268,0.1225,0.1975,9
F,0.43,0.41,0.135,0.7025,0.95,0.61,0.68,8
I,0.55,0.5,0.155,0.8725,1.45,0.187,0.2425,10
I,0.565,0.45,0.175,1.2365,0.5305,0.08,0.66,10
M,0.57,0.16,0.74,2.67,0.24,0.4,0.33,10
M,0.57,0.42,0.85,0.7745,0.64,0.1505,0.2365,9
F,0.32,0.42,0.88,0.8875,0.48,0.1915,0.06,8
I,0.11,0.455,0.155,0.8725,0.21,0.2095,0.37,8
M,0.575,0.44,0.125,0.8515,0.16,0.49,0.62,9
I,0.13,0.475,0.17,0.895,0.3605,0.63,0.271,9
M,0.575,0.14,0.155,0.8859999999999999,0.03,0.21100000000000002,0.58,9
M,0.58,0.46,0.14,2.22,0.4135,0.6,0.27,10
I,0.58,0.56,0.14,0.8295,0.3915,0.56,0.56,10
I,0.58,0.47,1.03,0.907,0.444,0.1855,0.96,11
